Accession	Virus	Author	Publication_Title	Journal	Database
KJ672477	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
JX015487	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KJ672453	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ939935	RSV-A	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
JX015485	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
JF920062	RSV-A	Rebuffo-Scheer,C., Bose,M.E., He,J., Khaja,S., Ulatowski,M., Beck,E.T., Fan,J., Kumar,S., Nelson,M.I. and Henrickson,K.J.	Whole Genome Sequencing and Evolutionary Analysis of Human Respiratory Syncytial Virus A and B from Milwaukee, WI 1998-2010	PLoS ONE 6 (10), E25468 (2011)	ViPR-BRC, Genbank
KJ939958	RSV-A	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KU316137	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (16-DEC-2015) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KP258734	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E. and Caserta,M.	Direct Submission	Submitted (10-DEC-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ627687	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KU316141	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (16-DEC-2015) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ627656	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ723462	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Wentworth,D.E. and Caserta,M.	Direct Submission	Submitted (17-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ672455	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KF973335	RSV-A	Grad,Y.H., Newman,R., Zody,M., Yang,X., Murphy,R., Qu,J., Malboeuf,C.M., Levin,J.Z., Lipsitch,M. and DeVincenzo,J.	Within-Host Whole-Genome Deep Sequencing and Diversity Analysis of Human Respiratory Syncytial Virus Infection Reveals Dynamics of Genomic Diversity in the Absence and Presence of Immune Pressure	J. Virol. 88 (13), 7286-7293 (2014)	ViPR-BRC, Genbank
KF973320	RSV-A	Grad,Y.H., Newman,R., Zody,M., Yang,X., Murphy,R., Qu,J., Malboeuf,C.M., Levin,J.Z., Lipsitch,M. and DeVincenzo,J.	Within-Host Whole-Genome Deep Sequencing and Diversity Analysis of Human Respiratory Syncytial Virus Infection Reveals Dynamics of Genomic Diversity in the Absence and Presence of Immune Pressure	J. Virol. 88 (13), 7286-7293 (2014)	ViPR-BRC, Genbank
JF920057	RSV-A	Rebuffo-Scheer,C., Bose,M.E., He,J., Khaja,S., Ulatowski,M., Beck,E.T., Fan,J., Kumar,S., Nelson,M.I. and Henrickson,K.J.	Whole Genome Sequencing and Evolutionary Analysis of Human Respiratory Syncytial Virus A and B from Milwaukee, WI 1998-2010	PLoS ONE 6 (10), E25468 (2011)	ViPR-BRC, Genbank
KJ672435	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
JX015499	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KJ939949	RSV-A	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
JX015496	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
JX015489	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KF973321	RSV-A	Grad,Y.H., Newman,R., Zody,M., Yang,X., Murphy,R., Qu,J., Malboeuf,C.M., Levin,J.Z., Lipsitch,M. and DeVincenzo,J.	Within-Host Whole-Genome Deep Sequencing and Diversity Analysis of Human Respiratory Syncytial Virus Infection Reveals Dynamics of Genomic Diversity in the Absence and Presence of Immune Pressure	J. Virol. 88 (13), 7286-7293 (2014)	ViPR-BRC, Genbank
JX015481	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
JF920065	RSV-A	Rebuffo-Scheer,C., Bose,M.E., He,J., Khaja,S., Ulatowski,M., Beck,E.T., Fan,J., Kumar,S., Nelson,M.I. and Henrickson,K.J.	Whole Genome Sequencing and Evolutionary Analysis of Human Respiratory Syncytial Virus A and B from Milwaukee, WI 1998-2010	PLoS ONE 6 (10), E25468 (2011)	ViPR-BRC, Genbank
JX015498	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KJ627676	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627670	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627679	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
JX015488	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
JX015482	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
JX015480	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KJ627672	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
JX015495	RSV-A	Tan,L., Lemey,P., Houspie,L., C Viveen,M., Jansen,N.J., van Loon,A.M., Wiertz,E., van Bleek,G.M., Martin,D.P. and Coenjaerts,F.E.	Genetic Variability among Complete Human Respiratory Syncytial Virus Subgroup A Genomes: Bridging Molecular Evolutionary Dynamics and Epidemiology	PLoS ONE 7 (12), E51439 (2012)	ViPR-BRC, Genbank
KJ627731	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KF973332	RSV-A	Grad,Y.H., Newman,R., Zody,M., Yang,X., Murphy,R., Qu,J., Malboeuf,C.M., Levin,J.Z., Lipsitch,M. and DeVincenzo,J.	Within-Host Whole-Genome Deep Sequencing and Diversity Analysis of Human Respiratory Syncytial Virus Infection Reveals Dynamics of Genomic Diversity in the Absence and Presence of Immune Pressure	J. Virol. 88 (13), 7286-7293 (2014)	ViPR-BRC, Genbank
KU316090	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (16-DEC-2015) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ627725	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KU316143	RSV-A	Das,S.R., Halpin,R.A., Puri,V., Akopov,A., Fedorova,N., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Hall,C.B., Tesini,B.L., Schnabel,K.C., Walsh,E.E. and Caserta,M.	Direct Submission	Submitted (16-DEC-2015) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ939946	RSV-A	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ627683	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ939937	RSV-A	Do,L.A., Wilm,A., van Doorn,H.R., Lam,H.M., Sim,S., Sukumaran,R., Tran,A.T., Nguyen,B.H., Tran,T.T., Tran,Q.H., Vo,Q.B., Tran Dac,N.A., Trinh,H.N., Nguyen,T.T., Le Binh,B.T., Le,K., Nguyen,M.T., Thai,Q.T., Vo,T.V., Ngo,N.Q., Dang,T.K., Cao,N.H., Tran,T.V., Ho,L.V., Farrar,J., De Jong,M., Chen,S., Nagarajan,N., Bryant,J.E. and Hibberd,M.L.	Direct whole-genome deep-sequencing of human respiratory syncytial virus A and B from Vietnamese children identifies distinct patterns of inter- and intra-host evolution	J. Gen. Virol. (2015) In press	ViPR-BRC, Genbank
KJ627686	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627688	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627674	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627702	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ672456	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ627706	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627648	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627733	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627714	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ672484	RSV-A	Das,S., Halpin,R.A., Bera,J., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Bishop,B., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Hartert,T., Moore,M., Chappell,J., Larkin,E., Wentworth,D.E. and Anderson,L.J.	Direct Submission	Submitted (04-APR-2014) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	ViPR-BRC, Genbank
KJ627707	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627721	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627709	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
KJ627652	RSV-A	Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C. and Birren,B.	Direct Submission	Submitted (27-MAR-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	ViPR-BRC, Genbank
