strain	strain_name	date	segment	country	host
AB099611.1	Influenza C virus (C/Miyagi/4/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099611.1
AB099612.1	Influenza C virus (C/Miyagi/5/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), completel cds	2000-XX-XX	NS		AB099612.1
AB099613.1	Influenza C virus (C/Saitama/1/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099613.1
AB099614.1	Influenza C virus (C/Saitama/2/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099614.1
AB099615.1	Influenza C virus (C/Saitama/3/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099615.1
AB099616.1	Influenza C virus (C/Hiroshima/290/99) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1999-XX-XX	NS		AB099616.1
AB099617.1	Influenza C virus (C/Hiroshima/252/99) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1999-XX-XX	NS		AB099617.1
AB099618.1	Influenza C virus (C/Hiroshima/249/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099618.1
AB099619.1	Influenza C virus (C/Hiroshima/246/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099619.1
AB099620.1	Influenza C virus (C/Hiroshima/247/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099620.1
AB099621.1	Influenza C virus (C/Hiroshima/248/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099621.1
AB099622.1	Influenza C virus (C/Hiroshima/250/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099622.1
AB099623.1	Influenza C virus (C/Hiroshima/251/2000) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	2000-XX-XX	NS		AB099623.1
AB099624.1	Influenza C virus (C/NewJersey/76) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1976-XX-XX	NS		AB099624.1
AB099625.1	Influenza C virus (C/California/78) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1978-XX-XX	NS		AB099625.1
AB099626.1	Influenza C virus (C/Kansas/1/79) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1979-XX-XX	NS		AB099626.1
AB099627.1	Influenza C virus (C/Greece/79) NS gene for nonstructural protein 1 (NS1), nonstructural protein 2 (NS2), complete cds	1979-XX-XX	NS	Greece	AB099627.1
AB086788.1	Influenza C virus (C/Shizuoka/79) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1979-XX-XX	NS		AB086788.1
AB086789.1	Influenza C virus (C/Miyagi/2/92) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1992-XX-XX	NS		AB086789.1
AB086790.1	Influenza C virus (C/Miyagi/1/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086790.1
AB086791.1	Influenza C virus (C/Miyagi/2/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086791.1
AB086792.1	Influenza C virus (C/Miyagi/3/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086792.1
AB086793.1	Influenza C virus (C/Miyagi/4/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086793.1
AB086794.1	Influenza C virus (C/Miyagi/5/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086794.1
AB086795.1	Influenza C virus (C/Miyagi/6/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086795.1
AB086796.1	Influenza C virus (C/Miyagi/7/93) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1993-XX-XX	NS		AB086796.1
AB086797.1	Influenza C virus (C/Miyagi/1/94) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1994-XX-XX	NS		AB086797.1
AB086798.1	Influenza C virus (C/Miyagi/2/94) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1994-XX-XX	NS		AB086798.1
AB086799.1	Influenza C virus (C/Miyagi/3/94) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1994-XX-XX	NS		AB086799.1
AB086800.1	Influenza C virus (C/Miyagi/2/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086800.1
AB086801.1	Influenza C virus (C/Miyagi/4/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086801.1
AB086802.1	Influenza C virus (C/Miyagi/6/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086802.1
AB086803.1	Influenza C virus (C/Miyagi/7/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086803.1
AB086804.1	Influenza C virus (C/Miyagi/8/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086804.1
AB086805.1	Influenza C virus (C/Miyagi/9/96) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1996-XX-XX	NS		AB086805.1
AB086806.1	Influenza C virus (C/Miyagi/1/97) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1997-XX-XX	NS		AB086806.1
AB086807.1	Influenza C virus (C/Miyagi/2/98) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1998-XX-XX	NS		AB086807.1
AB086808.1	Influenza C virus (C/Miyagi/4/98) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1998-XX-XX	NS		AB086808.1
AB086809.1	Influenza C virus (C/Miyagi/1/99) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1999-XX-XX	NS		AB086809.1
AB086811.1	Influenza C virus (C/Miyagi/3/99) NS1 and NS2 genes for nonstructural protein 1 and nonstructural protein 2, complete cds	1999-XX-XX	NS		AB086811.1
AB064439.1	Influenza C virus (C/Yamagata/3/96) genes for NS2, NS1, complete cds	1996-XX-XX	NS		AB064439.1
AB064440.1	Influenza C virus (C/Yamagata/8/96) genes for NS2, NS1, complete cds	1996-XX-XX	NS		AB064440.1
AB064441.1	Influenza C virus (C/Yamagata/9/96) genes for NS2, NS1, complete cds	1996-XX-XX	NS		AB064441.1
AB064442.1	Influenza C virus (C/Yamagata/20/96) genes for NS2, NS1, complete cds	1996-XX-XX	NS		AB064442.1
AB064443.1	Influenza C virus (C/Yamagata/2/98) genes for NS2, NS1, complete cds	1998-XX-XX	NS		AB064443.1
AB064444.1	Influenza C virus (C/Yamagata/6/98) genes for NS2, NS1, complete cds	1998-XX-XX	NS		AB064444.1
AB064445.1	Influenza C virus (C/Yamagata/13/98) genes for NS2, NS1, complete cds	1998-XX-XX	NS		AB064445.1
AB034155.1	Influenza C virus (strain:C/Yamagata/64) gene for NS1, NS2, complete cds	1964-XX-XX	NS		AB034155.1
AB034156.1	Influenza C virus (strain:C/Johannesburg/4/67) gene for NS1, NS2, complete cds	1967-XX-XX	NS		AB034156.1
AB034157.1	Influenza C virus (strain:C/Sapporo/71) gene for NS1, NS2, complete cds	1971-XX-XX	NS		AB034157.1
AB034158.1	Influenza C virus (strain:C/Aomori/74) gene for NS1, NS2, complete cds	1974-XX-XX	NS		AB034158.1
AB034159.1	Influenza C virus (strain:C/Kanagawa/1/76) gene for NS1, NS2, complete cds	1976-XX-XX	NS		AB034159.1
AB034160.1	Influenza C virus (strain:C/Miyagi/77) gene for NS1, NS2, complete cds	1977-XX-XX	NS		AB034160.1
AB034161.1	Influenza C virus (strain:C/Kyoto/1/79) gene for NS1, NS2, complete cds	1979-XX-XX	NS		AB034161.1
AB034162.1	Influenza C virus (strain:C/Aichi/1/81) gene for NS1, NS2, complete cds	1981-XX-XX	NS		AB034162.1
AB034163.1	Influenza C virus (strain:C/Yamagata/26/81) gene for NS1, NS2, complete cds	1981-XX-XX	NS		AB034163.1
AB034164.1	Influenza C virus (strain:C/Pig/Beijing/115/81) gene for NS1, NS2, complete cds	1981-XX-XX	NS		AB034164.1
AB034165.1	Influenza C virus (strain:C/Nara/82) gene for NS1, NS2, complete cds	1982-XX-XX	NS		AB034165.1
AB034166.1	Influenza C virus (strain:C/Kyoto/41/82) gene for NS1, NS2, complete cds	1982-XX-XX	NS		AB034166.1
AB034167.1	Influenza C virus (strain:C/Hyogo/1/83) gene for NS1, NS2, complete cds	1983-XX-XX	NS		AB034167.1
AB034168.1	Influenza C virus (strain:C/Nara/1/85) gene for NS1, NS2, complete cds	1985-XX-XX	NS		AB034168.1
AB034169.1	Influenza C virus (strain:C/Nara/2/85) gene for NS1, NS2, complete cds	1985-XX-XX	NS		AB034169.1
AB034170.1	Influenza C virus (strain:C/Yamagata/1/86) gene for NS1, NS2, complete cds	1986-XX-XX	NS		AB034170.1
AB034171.1	Influenza C virus (strain:C/Nara/1/86) gene for NS1, NS2, complete cds	1986-XX-XX	NS		AB034171.1
AB034172.1	Influenza C virus (strain:C/Yamagata/7/88) gene for NS1, NS2, complete cds	1988-XX-XX	NS		AB034172.1
AB034173.1	Influenza C virus (strain:C/Yamagata/9/88) gene for NS1, NS2, complete cds	1988-XX-XX	NS		AB034173.1
AB034174.1	Influenza C virus (strain:C/Yamagata/5/89) gene for NS1, NS2, complete cds	1989-XX-XX	NS		AB034174.1
AB034175.1	Influenza C virus (strain:C/Yamagata/10/89) gene for NS1, NS2, complete cds	1989-XX-XX	NS		AB034175.1
AB034176.1	Influenza C virus (strain:C/Yamagata/1/90) gene for NS1, NS2, complete cds	1990-XX-XX	NS		AB034176.1
AB034177.1	Influenza C virus (strain:C/Miyagi/1/90) gene for NS1, NS2, complete cds	1990-XX-XX	NS		AB034177.1
AB034178.1	Influenza C virus (strain:C/Miyagi/5/91) gene for NS1, NS2, complete cds	1991-XX-XX	NS		AB034178.1
AB034179.1	Influenza C virus (strain:C/Miyagi/7/91) gene for NS1, NS2, complete cds	1991-XX-XX	NS		AB034179.1
AB034180.1	Influenza C virus (strain:C/Miyagi/9/91) gene for NS1, NS2, complete cds	1991-XX-XX	NS		AB034180.1
AB034181.1	Influenza C virus (strain:C/Yamagata/5/92) gene for NS1, NS2, complete cds	1992-XX-XX	NS		AB034181.1
AB035366.1	Influenza C virus NS gene for NS2, NS1, complete cds, strain:C/Sao Paulo/378/82	1982-XX-XX	NS		AB035366.1
AB035367.1	Influenza C virus NS gene for NS2, NS1, complete cds, strain:C/Yamagata/1/93	1993-XX-XX	NS		AB035367.1
AF102026.1	Influenza C virus (STRAIN C/ANN ARBOR/1/50) wild type segment 7 non-structural protein 1 (NS1) mRNA, complete cds	1950-XX-XX	NS		AF102026.1
AF102027.1	Influenza C virus (STRAIN C/ANN ARBOR/1/50) persistent variant segment 7 non-structural protein 1 (NS1) mRNA, complete cds	1950-XX-XX	NS		AF102027.1
D78453.1	Influenza C virus (C/Yamagata/9/88) NS gene, partial cds, isolate: C/Yamagata/9/88	1988-XX-XX	NS		Homo sapiens D78453.1
D78419.1	Influenza C virus (C/Aichi/1/81) NS gene, partial cds, isolate: C/Aichi/1/81	1981-XX-XX	NS		Homo sapiens D78419.1
D78435.1	Influenza C virus (C/Kyoto/41/82) NS gene, partial cds, isolate: C/Kyoto/41/82	1982-XX-XX	NS		Homo sapiens D78435.1
D78439.1	Influenza C virus (C/Nara/1/85) NS gene, partial cds, isolate: C/Nara/1/85	1985-XX-XX	NS		Homo sapiens D78439.1
D78441.1	Influenza C virus (C/Nara/2/85) NS gene, partial cds, isolate: C/Nara/2/85	1985-XX-XX	NS		Homo sapiens D78441.1
D78443.1	Influenza C virus (C/Nara/82) NS gene, partial cds, isolate: C/Nara/82	1982-XX-XX	NS		Homo sapiens D78443.1
D78445.1	Influenza C virus (C/pig/Beijing/115/81) NS gene, partial cds, isolate: C/Pig/Beijing/115/81	1981-XX-XX	NS		Homo sapiens D78445.1
D78447.1	Influenza C virus (C/Yamagata/26/81) NS gene, partial cds, isolate: C/Yamagata/26/81	1981-XX-XX	NS		Homo sapiens D78447.1
D78449.1	Influenza C virus (C/Yamagata/5/92) NS gene, partial cds, isolate: C/Yamagata/5/92	1992-XX-XX	NS		Homo sapiens D78449.1
D78451.1	Influenza C virus (C/Yamagata/7/88) NS gene, partial cds, isolate: C/Yamagata/7/88	1988-XX-XX	NS		Homo sapiens D78451.1
AB002469.1	Influenza C virus (C/Yamagata/1/88) NS gene for NS1 and NS2, complete cds	1988-XX-XX	NS		Homo sapiens AB002469.1
D30692.1	Influenza C virus (C/Nara/2/85) NS gene, partial cds	1985-XX-XX	NS		D30692.1
D30696.1	Influenza C virus (C/Nara/82) NS gene, partial cds	1982-XX-XX	NS		D30696.1
D30707.1	Influenza C virus (C/Nara/1/85) NS gene, partial cds	1985-XX-XX	NS		D30707.1
M10087.1	Influenza C virus (STRAIN C/CALIFORNIA/78) segment 7 nonstructural protein gene, complete cds	1978-XX-XX	NS		M10087.1
M14881.1	Influenza C/Taylor/1233/47 nonstructural proteins 1 and 2 RNA (seg 8), 3' end	1947-XX-XX	NS		M14881.1
M15088.1	Influenza C virus (STRAIN C/ANN ARBOR/1/50) segment 7 nonstructural protein 2 and nonstructural protein 1 genes, partial cds	1950-XX-XX	NS		M15088.1
M15089.1	Influenza C/Great Lakes/1167/54 nonstructural proteins 1 and 2 RNA (seg 8), 3' end	1954-XX-XX	NS		M15089.1
M15090.1	Influenza C/Johannesburg/1/66 nonstructural proteins 1 and 2 RNA (seg 8), 3' end	1966-XX-XX	NS		M15090.1
M15094.1	Influenza C/England/892/83 nonstructural proteins 1 and 2 RNA (seg 8), 3' end	1983-XX-XX	NS		M15094.1
M22015.1	Influenza virus type C (C/JJ/50) nonstructural (NS-2) protein RNA, complete cds	1950-XX-XX	NS		M22015.1
M31007.1	Influenza C virus (STRAIN C/MISSISSIPPI/80) segment 7 nonstructural protein 2 and nonstructural protein 1 genes, partial cds	1980-XX-XX	NS		M31007.1
