strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
KF217154	HSJD1038	NA	2012-07-16	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623490	HPIVi/Yamagata/2005/1405	NA	2005-06-23	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
EU814623	DEL/322/06	NA	2006-02-25	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
AB831647	111_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765952	HNRG.110.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732169	BJ/333/09	NA	2009-09-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
JQ268879	FLA6713	NA	2009-04-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
JQ268891	FLU7587	NA	2007-07-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690757	12_s_221	NA	2012-08-29	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KF530233	HPIV3/FRA/29111069/2009	NA	2009-03-09	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
AB623494	HPIVi/Yamagata/2005/1467	NA	2005-06-29	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
FJ455842	LZ22	NA	2003-12-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KF687342	HPIV3/ARG/14555/2007	NA	2007-05-11	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765973	HNRG.069.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF530237	HPIV3/AUS/2/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
AB623599	HPIVi/Yamagata/2008/1233	NA	2008-06-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KC513528	IDSKAHPIV3_1	NA	2011-04-01	Human	Indonesia	NA	Human_parainfluenza_virus_3	HPIV3
KF530247	HPIV3/USA/629_D02313/2006-XX-XX	NA	2006-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KT796499	NSVH2014_31_46993	NA	2014-07-30	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623433	HPIVi/Yamagata/2002/1558	NA	2002-06-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623553	HPIVi/Yamagata/2006/1929	NA	2006-07-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623642	HPIVi/Yamagata/2009/1235	NA	2009-05-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530241	HPIV3/USA/629_D1/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KT765974	HNRG.072.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
JQ268883	FLE9554	NA	2010-04-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KF687354	HPIV3/FRA/30261045/2010	NA	2010-06-28	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
AB623476	HPIVi/Yamagata/2004/1162	NA	2004-07-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687358	HPIV3/CHE/1105230137/2011	NA	2011-05-23	Human	Switzerland	NA	Human_parainfluenza_virus_3	HPIV3
KT796526	NSVH2015_11_81946	NA	2015-03-11	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT765905	HNRG.015.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765927	HNRG.038.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765908	HNRG.030.10	NA	2010-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796469	NSVH2014_15_04749	NA	2014-04-09	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796489	NSVH2014_24_27588	NA	2014-06-11	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687317	HPIV3/USA/629_10/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KF530229	HPIV3/USA/629_10/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KT796515	NSVH2014_49_26392	NA	2014-12-05	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623487	HPIVi/Yamagata/2005/1326	NA	2005-06-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765971	HNRG.056.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732154	BJ/262/09	NA	2009-04-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
GU732149	BJ/232/09	NA	2009-03-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623556	HPIVi/Yamagata/2007/1245	NA	2007-06-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623586	HPIVi/Yamagata/2007/1740	NA	2007-08-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623497	HPIVi/Yamagata/2005/1471	NA	2005-06-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF217151	HSJD1033	NA	2012-07-09	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796532	NSVH2015_14_21690	NA	2015-03-30	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623577	HPIVi/Yamagata/2007/1559	NA	2007-07-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623646	HPIVi/Yamagata/2009/1248	NA	2009-05-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF217163	HSJD476	NA	2010-11-26	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623525	HPIVi/Yamagata/2005/1764	NA	2005-08-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623614	HPIVi/Yamagata/2008/1498	NA	2008-07-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796534	NSVH2015_15_96372	NA	2015-04-06	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623545	HPIVi/Yamagata/2006/1463	NA	2006-05-31	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623544	HPIVi/Yamagata/2006/1439	NA	2006-05-31	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765941	HNRG.075.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732161	BJ/308/09	NA	2009-07-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765957	HNRG.099.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
JQ268868	FLA7123	NA	2009-02-XX	Human	Nicaragua	NA	Human_parainfluenza_virus_3	HPIV3
AB623631	HPIVi/Yamagata/2009/1019	NA	2009-04-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623603	HPIVi/Yamagata/2008/1300	NA	2008-06-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623562	HPIVi/Yamagata/2007/1365	NA	2007-06-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796524	NSVH2015_6_80813	NA	2015-02-05	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796465	NSVH2014_10_45149	NA	2014-03-05	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687318	HPIV3/USA/629_D01959/2007-XX-XX	NA	2007-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KF687339	HPIV3/ZAF/3238/2010	NA	2010-09-28	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
KP690740	11_s_97	NA	2011-05-27	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690744	11_s_135	NA	2011-07-26	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT766007	HNRG.122.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623436	HPIVi/Yamagata/2002/1815	NA	2002-07-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530226	HPIV3/AUS/1/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
JQ268893	FLU9628	NA	2007-10-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623643	HPIVi/Yamagata/2009/1239	NA	2009-05-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623612	HPIVi/Yamagata/2008/1461	NA	2008-07-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF217148	HSJD1027	NA	2012-07-05	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623526	HPIVi/Yamagata/2005/1775	NA	2005-08-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
EU814624	DEL/88/06	NA	2006-01-02	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
AB623688	HPIVi/Yamagata/2009/1834	NA	2009-08-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796549	NSVH2015_20_65893	NA	2015-05-13	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KP690741	12_s_116	NA	2011-04-18	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765894	HNRG.046.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623481	HPIVi/Yamagata/2005/1205	NA	2005-06-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796514	NSVH2014_49_95812	NA	2014-12-01	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687350	HPIV3/FRA/27045070/2007	NA	2007-01-26	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
KT765978	HNRG.120.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF217165	HSJD698	NA	2011-03-13	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623571	HPIVi/Yamagata/2007/1492	NA	2007-07-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
LC102235	HPIV3s_HN/Yu536/Yamaguchi/2015	NA	2015-06-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623610	HPIVi/Yamagata/2008/1353	NA	2008-07-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623549	HPIVi/Yamagata/2006/1597	NA	2006-06-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB831642	90_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623561	HPIVi/Yamagata/2007/1350	NA	2007-06-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765930	HNRG.045.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF687325	HPIV3/MEX/2831/2006	NA	2006-06-06	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
AB623601	HPIVi/Yamagata/2008/1237	NA	2008-06-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268880	FLU8594	NA	2007-09-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KF530249	HPIV3/AUS/6/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
AB623498	HPIVi/Yamagata/2005/1473	NA	2005-06-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623653	HPIVi/Yamagata/2009/1285	NA	2009-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687356	HPIV3/FRA/31065118/2011	NA	2011-02-11	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
KP690754	12_s_139	NA	2012-05-10	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623521	HPIVi/Yamagata/2005/1734	NA	2005-08-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687332	HPIV3/MEX/4638/2009	NA	2009-02-11	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KT796520	NSVH2015_3_48320	NA	2015-01-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623451	HPIVi/Yamagata/2003/1452	NA	2003-05-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623595	HPIVi/Yamagata/2008/1204	NA	2008-06-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623608	HPIVi/Yamagata/2008/1345	NA	2008-07-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KR704265	3/N84/nucleoprotein_gene/Pondicherry/India/2013	NA	2013-01-XX	Human	India	3	Human_parainfluenza_virus_3	HPIV3
JQ268886	FLA4656	NA	2008-10-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765967	HNRG.048.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732147	BJ/194/09	NA	2009-03-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765915	HNRG.042.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796491	NSVH2014_24_28736	NA	2014-06-13	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796480	NSVH2014_20_17679	NA	2014-05-16	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT765925	HNRG.027.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
LC102232	HPIV3s_HN/Y242/Yamaguchi/2015	NA	2015-06-10	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623470	HPIVi/Yamagata/2004/1002	NA	2004-06-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765983	HNRG.111.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765985	HNRG.094.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690742	11_s_133	NA	2011-07-22	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765897	HNRG.006.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796477	NSVH2014_18_15042	NA	2014-04-29	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623448	HPIVi/Yamagata/2003/1322	NA	2003-04-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268863	FLU7640	NA	2007-08-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KF530239	HPIV3/USA/629_2/2006-XX-XX	NA	2006-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623674	HPIVi/Yamagata/2009/1366	NA	2009-06-05	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690784	11_s_139	NA	2011-07-23	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623506	HPIVi/Yamagata/2005/1565	NA	2005-07-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796543	NSVH2015_17_57439	NA	2015-04-23	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796544	NSVH2015_17_58429	NA	2015-04-26	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530250	HPIV3/MEX/2545/2006	NA	2006-02-20	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KT765899	HNRG.004.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
EU719627	DF042505	NA	2005-04-25	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
AB623508	HPIVi/Yamagata/2005/1571	NA	2005-07-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690776	12_s_192	NA	2012-08-05	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
GU732151	BJ/247/09	NA	2009-04-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623648	HPIVi/Yamagata/2009/1252	NA	2009-05-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623684	HPIVi/Yamagata/2009/1554	NA	2009-07-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796513	NSVH2014_48_92818	NA	2014-11-24	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KP690773	12_s_169	NA	2012-07-18	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765912	HNRG.037.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796492	NSVH2014_24_28743	NA	2014-06-13	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT898932	Pavia/15215/2014	NA	2014-06-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KT796538	NSVH2015_15_98219	NA	2015-04-09	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623626	HPIVi/Yamagata/2008/1780	NA	2008-09-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796525	NSVH2015_6_62292	NA	2015-02-07	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623456	HPIVi/Yamagata/2003/1552	NA	2003-05-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687338	HPIV3/ZAF/3227/2010	NA	2010-09-27	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
KP690743	11_s_134	NA	2011-07-26	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796505	NSVH2014_34_55581	NA	2014-08-24	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530245	HPIV3/ARG/10068/2004	NA	2004-11-17	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB831638	70_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB831650	2_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623475	HPIVi/Yamagata/2004/1150	NA	2004-07-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765989	HNRG.080.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KJ187010	CU285	NA	2012-02-08	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KT796516	NSVH2014_49_27331	NA	2014-12-07	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623514	HPIVi/Yamagata/2005/1616	NA	2005-07-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530235	HPIV3/AUS/8/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
AB623449	HPIVi/Yamagata/2003/1373	NA	2003-04-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765917	HNRG.044.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690789	12_s_112	NA	2012-04-09	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
JQ268884	FLU6817	NA	2007-05-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623450	HPIVi/Yamagata/2003/1382	NA	2003-04-28	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765956	HNRG.100.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732155	BJ/266/09	NA	2009-04-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623438	HPIVi/Yamagata/2002/1833	NA	2002-07-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623576	HPIVi/Yamagata/2007/1529	NA	2007-07-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF217157	HSJD1051	NA	2012-07-26	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796536	NSVH2015_15_97333	NA	2015-04-08	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT765909	HNRG.032.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623659	HPIVi/Yamagata/2009/1297	NA	2009-05-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765932	HNRG.087.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796485	NSVH2014_23_38439	NA	2014-06-02	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530251	HPIV3/AUS/5/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
AB623660	HPIVi/Yamagata/2009/1298	NA	2009-05-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623630	HPIVi/Yamagata/2009/1016	NA	2009-04-10	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623680	HPIVi/Yamagata/2009/1475	NA	2009-06-24	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623640	HPIVi/Yamagata/2009/1224	NA	2009-05-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690769	13_s_7	NA	2013-01-04	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
JQ268889	FLU4714	NA	2006-11-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
KF530254	HPIV3/CHE/1104190065/2011	NA	2011-04-19	Human	Switzerland	NA	Human_parainfluenza_virus_3	HPIV3
KJ187007	CU130	NA	2011-08-30	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
AB623519	HPIVi/Yamagata/2005/1730	NA	2005-07-29	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690762	12_s_239	NA	2012-09-19	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690774	12_s_180	NA	2012-07-26	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690786	11_s_56	NA	2011-05-03	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690792	13_s_54	NA	2013-03-20	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT898925	Pavia/4139/2013	NA	2013-02-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KT796479	NSVH2014_19_19616	NA	2014-05-09	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687357	HPIV3/USA/35084A/2011	NA	2011-01-06	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KT765914	HNRG.040.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KJ187025	CU501	NA	2012-11-15	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KT766008	HNRG.102.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796476	NSVH2014_17_13613	NA	2014-04-27	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623437	HPIVi/Yamagata/2002/1830	NA	2002-07-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623515	HPIVi/Yamagata/2005/1635	NA	2005-07-19	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623452	HPIVi/Yamagata/2003/1491	NA	2003-05-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690760	12_s_232	NA	2012-08-30	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796510	NSVH2014_45_11198	NA	2014-11-07	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687330	HPIV3/MEX/4169/2008	NA	2008-03-11	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KP690780	10_s_88	NA	2009-12-28	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690748	12_s_104	NA	2012-05-02	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
GU732166	BJ/325/09	NA	2009-08-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KF687333	HPIV3/ZAF/1181009/2007-XX-XX	NA	2007-XX-XX	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
AB623503	HPIVi/Yamagata/2005/1533	NA	2005-07-06	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KJ187026	CU503	NA	2012-11-15	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KT765896	HNRG.020.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623532	HPIVi/Yamagata/2005/1925	NA	2005-08-29	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530255	HPIV3/USA/629_D01547/2007-XX-XX	NA	2007-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KP690765	12_s_256	NA	2012-10-30	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796541	NSVH2015_16_22771	NA	2015-04-16	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623587	HPIVi/Yamagata/2008/799	NA	2008-04-23	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687346	HPIV3/ZAF/6538/2009-XX-XX	NA	2009-XX-XX	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
KT796527	NSVH2015_11_40367	NA	2015-03-13	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
GU732133	BJ/006/08	NA	2008-06-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623605	HPIVi/Yamagata/2008/1336	NA	2008-06-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796554	NSVH2014_32_50335	NA	2014-08-08	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796500	NSVH2014_31_47421	NA	2014-07-31	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687347	HPIV3/USA/629_1/2006-XX-XX	NA	2006-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623638	HPIVi/Yamagata/2009/1154	NA	2009-05-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765948	HNRG.066.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623567	HPIVi/Yamagata/2007/1419	NA	2007-06-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690781	11_s_32	NA	2011-04-14	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KP690758	12_s_225	NA	2012-08-26	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623627	HPIVi/Yamagata/2009/980	NA	2009-04-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623681	HPIVi/Yamagata/2009/1504	NA	2009-06-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
LC102234	HPIV3s_HN/Y245/Yamaguchi/2015	NA	2015-07-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
HM583801	UNKNOWN_HM583801	NA	1963-XX-XX	Monkey	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
JF912197	Oklahoma/410/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623679	HPIVi/Yamagata/2009/1426	NA	2009-06-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690749	12_s_133	NA	2012-05-03	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KJ187027	cb26_2	NA	2013-07-19	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KF600605	ShangHai/1431/10	NA	2009-04-11	Human	China	3	Human_parainfluenza_virus_3	HPIV3
JQ901411	Para_flu_che_1_2011-XX-XX	NA	2011-XX-XX	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
