strain	strain_name	segment	date	host	country	subtype	virus_species	hpiv_subtype
KT796494	NSVH2014_25_31723	NA	2014-06-21	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623442	HPIVi/Yamagata/2003/1237	NA	2003-04-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765898	HNRG.013.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796551	NSVH2014_16_07130	NA	2014-04-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530230	HPIV3/AUS/7/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
AB623568	HPIVi/Yamagata/2007/1458	NA	2007-06-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623463	HPIVi/Yamagata/2004/876	NA	2004-06-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796472	NSVH2014_15_06351	NA	2014-04-12	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623594	HPIVi/Yamagata/2008/1203	NA	2008-06-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623517	HPIVi/Yamagata/2005/1685	NA	2005-07-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB831652	95_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623550	HPIVi/Yamagata/2006/1600	NA	2006-06-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623466	HPIVi/Yamagata/2004/910	NA	2004-06-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623670	HPIVi/Yamagata/2009/1350	NA	2009-06-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT766005	HNRG.109.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732135	BJ/012/08	NA	2008-07-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
JQ268887	FLA6503	NA	2009-05-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623573	HPIVi/Yamagata/2007/1510	NA	2007-07-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623552	HPIVi/Yamagata/2006/1663	NA	2006-06-21	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530231	HPIV3/USA/629_D00155/2007-XX-XX	NA	2007-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KF217164	HSJD477	NA	2010-11-26	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT765951	HNRG.107.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732170	BJ/338/09	NA	2009-10-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623644	HPIVi/Yamagata/2009/1244	NA	2009-05-15	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765977	HNRG.081.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623604	HPIVi/Yamagata/2008/1319	NA	2008-07-02	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623575	HPIVi/Yamagata/2007/1525	NA	2007-07-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623518	HPIVi/Yamagata/2005/1699	NA	2005-07-28	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796466	NSVH2014_12_51083	NA	2014-03-17	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623669	HPIVi/Yamagata/2009/1347	NA	2009-06-03	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690761	12_s_233	NA	2012-08-31	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796506	NSVH2014_38_63785	NA	2014-09-15	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB831649	28_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530248	HPIV3/MEX/3047/2006	NA	2006-11-03	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
AB623574	HPIVi/Yamagata/2007/1515	NA	2007-07-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623513	HPIVi/Yamagata/2005/1612	NA	2005-07-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765955	HNRG.104.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765900	HNRG.007.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB831639	85_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623555	HPIVi/Yamagata/2007/1187	NA	2007-05-29	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623589	HPIVi/Yamagata/2008/1083	NA	2008-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732146	BJ/189/09	NA	2009-03-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623596	HPIVi/Yamagata/2008/1223	NA	2008-06-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623616	HPIVi/Yamagata/2008/1575	NA	2008-08-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623636	HPIVi/Yamagata/2009/1100	NA	2009-04-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765981	HNRG.089.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690751	12_s_135	NA	2012-05-03	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796487	NSVH2014_23_25887	NA	2014-06-06	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530232	HPIV3/USA/10991B/2010	NA	2010-07-06	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623430	HPIVi/Yamagata/2002/1512	NA	2002-05-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623677	HPIVi/Yamagata/2009/1387	NA	2009-06-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623423	HPIVi/Yamagata/2002/1345	NA	2002-05-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732168	BJ/328/09	NA	2009-08-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765966	HNRG.098.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623469	HPIVi/Yamagata/2004/973	NA	2004-06-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765895	HNRG.005.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623579	HPIVi/Yamagata/2007/1578	NA	2007-07-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765929	HNRG.033.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF530227	HPIV3/FRA/29144018/2009	NA	2009-04-02	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
KT796496	NSVH2014_27_35633	NA	2014-07-01	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
GU732138	BJ/023/08	NA	2008-09-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623496	HPIVi/Yamagata/2005/1470	NA	2005-06-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687341	HPIV3/ARG/12894/2006	NA	2006-06-16	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF687323	HPIV3/MEX/1527/2005	NA	2005-02-11	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KT765976	HNRG.115.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765995	HNRG.106.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF600604	ShangHai/1261/09	NA	2009-07-17	Human	China	3	Human_parainfluenza_virus_3	HPIV3
JQ268881	FLU5936	NA	2007-02-XX	Human	Venezuela	NA	Human_parainfluenza_virus_3	HPIV3
AB623622	HPIVi/Yamagata/2008/1646	NA	2008-08-18	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765998	HNRG.051.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB831646	110_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623672	HPIVi/Yamagata/2009/1352	NA	2009-06-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765990	HNRG.062.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623560	HPIVi/Yamagata/2007/1314	NA	2007-06-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765999	HNRG.034.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765934	HNRG.090.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765963	HNRG.114.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF530240	HPIV3/USA/629_D02180/2007-XX-XX	NA	2007-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623488	HPIVi/Yamagata/2005/1342	NA	2005-06-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KR902754	PIM_31	NA	2012-05-XX	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
KT765919	HNRG.017.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796462	NSVH2013_40_03892	NA	2013-10-02	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
JX131649	Riyadh_63/2008	NA	2008-11-21	Human	Saudi_Arabia	NA	Human_parainfluenza_virus_3	HPIV3
AB623446	HPIVi/Yamagata/2003/1303	NA	2003-04-21	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765970	HNRG.119.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796523	NSVH2015_5_20273	NA	2015-01-28	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
JQ268862	FLU7478	NA	2007-04-XX	Human	Nicaragua	NA	Human_parainfluenza_virus_3	HPIV3
KF217169	HSJD996	NA	2012-05-05	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623468	HPIVi/Yamagata/2004/947	NA	2004-06-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530252	HPIV3/USA/629_D01363/2008-XX-XX	NA	2008-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
KF530225	HPIV3/AUS/9/2007-XX-XX	NA	2007-XX-XX	Human	Australia	NA	Human_parainfluenza_virus_3	HPIV3
JF416795	KPIV_06_3	NA	2006-06-05	Human	South_Korea	3	Human_parainfluenza_virus_3	HPIV3
AB623477	HPIVi/Yamagata/2004/1163	NA	2004-07-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623613	HPIVi/Yamagata/2008/1462	NA	2008-07-16	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623664	HPIVi/Yamagata/2009/1311	NA	2009-05-27	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT898926	Pavia/14549/2013	NA	2013-07-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
KF530236	HPIV3/FRA/30264021/2010	NA	2010-07-01	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
KT765920	HNRG.054.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623628	HPIVi/Yamagata/2009/982	NA	2009-04-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765926	HNRG.070.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690778	10_s_77	NA	2009-12-26	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
EU814626	DEL/139/05	NA	2005-08-31	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
GU732143	BJ/129/09	NA	2009-02-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765958	HNRG.088.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
JQ268897	FLE9444	NA	2010-03-XX	Human	Nicaragua	NA	Human_parainfluenza_virus_3	HPIV3
JQ268888	FLA3200	NA	2008-07-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623483	HPIVi/Yamagata/2005/1250	NA	2005-06-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796503	NSVH2014_34_78424	NA	2014-08-22	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687331	HPIV3/MEX/4601/2009	NA	2009-01-27	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
GU732144	BJ/138/09	NA	2009-02-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KF530242	HPIV3/USA/629_D00687/2008-XX-XX	NA	2008-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
AB623479	HPIVi/Yamagata/2004/1272	NA	2004-07-20	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765940	HNRG.082.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF217166	HSJD727	NA	2011-04-17	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KJ187003	CU39	NA	2010-12-22	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
AB623635	HPIVi/Yamagata/2009/1035	NA	2009-04-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268874	FLU4259	NA	2006-09-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
JF416796	KPIV_06_4	NA	2006-06-07	Human	South_Korea	3	Human_parainfluenza_virus_3	HPIV3
AB623658	HPIVi/Yamagata/2009/1296	NA	2009-05-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765887	HNRG.031.10	NA	2010-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732131	BJ/002/08	NA	2008-05-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623621	HPIVi/Yamagata/2008/1628	NA	2008-08-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732152	BJ/255/09	NA	2009-04-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623439	HPIVi/Yamagata/2002/1902	NA	2002-07-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623693	HPIVi/Yamagata/2009/1892	NA	2009-08-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623461	HPIVi/Yamagata/2004/837	NA	2004-05-24	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765913	HNRG.024.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF687337	HPIV3/ZAF/3066/2008	NA	2008-11-27	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
AB831645	94_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623539	HPIVi/Yamagata/2006/1188	NA	2006-05-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623535	HPIVi/Yamagata/2005/2030	NA	2005-09-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268877	FLA6571	NA	2009-02-XX	Human	Venezuela	NA	Human_parainfluenza_virus_3	HPIV3
KT765968	HNRG.039.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623668	HPIVi/Yamagata/2009/1342	NA	2009-05-31	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765964	HNRG.112.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
GU732159	BJ/296/09	NA	2009-06-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765944	HNRG.123.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796522	NSVH2015_3_48594	NA	2015-01-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KP690779	10_s_84	NA	2009-12-28	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796467	NSVH2014_13_57715	NA	2014-03-28	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623530	HPIVi/Yamagata/2005/1834	NA	2005-08-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796540	NSVH2015_16_00692	NA	2015-04-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623486	HPIVi/Yamagata/2005/1318	NA	2005-06-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623489	HPIVi/Yamagata/2005/1386	NA	2005-06-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530253	HPIV3/FRA/27273076/2007	NA	2007-07-04	Human	France	NA	Human_parainfluenza_virus_3	HPIV3
KT765910	HNRG.050.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623569	HPIVi/Yamagata/2007/1471	NA	2007-07-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796519	NSVH2015_3_48131	NA	2015-01-14	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623537	HPIVi/Yamagata/2006/1090	NA	2006-04-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623540	HPIVi/Yamagata/2006/1196	NA	2006-05-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623578	HPIVi/Yamagata/2007/1575	NA	2007-07-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765960	HNRG.105.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
JQ268871	FLU4187	NA	2006-08-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623690	HPIVi/Yamagata/2009/1838	NA	2009-08-17	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF217149	HSJD1028	NA	2012-07-06	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KT796545	NSVH2015_18_58875	NA	2015-04-27	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
JQ268876	FLU4181	NA	2006-08-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
AB623620	HPIVi/Yamagata/2008/1627	NA	2008-08-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623607	HPIVi/Yamagata/2008/1342	NA	2008-06-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623528	HPIVi/Yamagata/2005/1782	NA	2005-08-05	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623485	HPIVi/Yamagata/2005/1316	NA	2005-06-15	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623686	HPIVi/Yamagata/2009/1558	NA	2009-07-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KP690782	11_s_48	NA	2011-04-27	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT765991	HNRG.064.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623654	HPIVi/Yamagata/2009/1286	NA	2009-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT766001	HNRG.010.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KF217170	HSJD997	NA	2012-05-06	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF600607	ShangHai/2555/10	NA	2010-06-08	Human	China	3	Human_parainfluenza_virus_3	HPIV3
JQ268870	FLU9830	NA	2008-01-XX	Human	Ecuador	NA	Human_parainfluenza_virus_3	HPIV3
AB623611	HPIVi/Yamagata/2008/1425	NA	2008-07-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
JQ268882	FLU6838	NA	2007-06-XX	Human	Peru	NA	Human_parainfluenza_virus_3	HPIV3
JF912198	Oklahoma/754/2009-XX-XX	NA	2009-XX-XX	Human	USA	NA	Human_parainfluenza_virus_3	HPIV3
GU732139	BJ/036/08	NA	2008-10-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796518	NSVH2014_1_39424	NA	2014-12-29	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623591	HPIVi/Yamagata/2008/1172	NA	2008-06-10	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796498	NSVH2014_29_42647	NA	2014-07-18	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF687344	HPIV3/ZAF/2516/2008	NA	2008-08-25	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
KP690793	12_s_175	NA	2012-07-23	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623592	HPIVi/Yamagata/2008/1176	NA	2008-06-11	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765984	HNRG.121.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KP690785	11_s_165	NA	2011-08-08	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796483	NSVH2014_21_20464	NA	2014-05-23	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB831637	100_PIV1	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623597	HPIVi/Yamagata/2008/1231	NA	2008-06-12	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF687324	HPIV3/MEX/2822/2006	NA	2006-05-31	Human	Mexico	NA	Human_parainfluenza_virus_3	HPIV3
KP690770	13_s_16	NA	2013-01-09	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT766006	HNRG.101.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765950	HNRG.108.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796463	NSVH2013_41_51296	NA	2013-10-10	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
GU732167	BJ/327/09	NA	2009-08-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
JQ268898	FLA3923	NA	2008-07-XX	Human	Colombia	NA	Human_parainfluenza_virus_3	HPIV3
KT898929	Pavia/14610/2014	NA	2014-06-XX	Human	Italy	NA	Human_parainfluenza_virus_3	HPIV3
GU732160	BJ/306/09	NA	2009-07-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623462	HPIVi/Yamagata/2004/842	NA	2004-05-25	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623443	HPIVi/Yamagata/2003/1256	NA	2003-04-16	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KF530246	HPIV3/CHE/1103040115/2011	NA	2011-03-03	Human	Switzerland	NA	Human_parainfluenza_virus_3	HPIV3
AB831643	92_PIV3	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623682	HPIVi/Yamagata/2009/1523	NA	2009-07-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
EU814625	DEL/w32/05	NA	2005-08-31	Human	India	NA	Human_parainfluenza_virus_3	HPIV3
KP690777	12_s_197	NA	2012-08-04	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623637	HPIVi/Yamagata/2009/1139	NA	2009-04-30	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KJ187022	CU478	NA	2012-10-25	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
GU732153	BJ/258/09	NA	2009-04-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
AB623590	HPIVi/Yamagata/2008/1087	NA	2008-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623581	HPIVi/Yamagata/2007/1585	NA	2007-07-17	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623547	HPIVi/Yamagata/2006/1518	NA	2006-06-07	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB831651	6_PIV4	NA	2012-XX-XX	Unknown	Japan	NA	Human_parainfluenza_virus_3	HPIV3
GU732134	BJ/009/08	NA	2008-06-XX	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KJ187006	CU108	NA	2011-08-18	Human	Thailand	NA	Human_parainfluenza_virus_3	HPIV3
KP690745	11_s_39	NA	2011-04-19	Human	China	NA	Human_parainfluenza_virus_3	HPIV3
KT796530	NSVH2015_13_90987	NA	2015-03-27	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623665	HPIVi/Yamagata/2009/1323	NA	2009-06-01	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623675	HPIVi/Yamagata/2009/1370	NA	2009-06-08	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623511	HPIVi/Yamagata/2005/1589	NA	2005-07-14	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT796546	NSVH2015_18_59926	NA	2015-04-29	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
AB623453	HPIVi/Yamagata/2003/1493	NA	2003-05-10	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623633	HPIVi/Yamagata/2009/1028	NA	2009-04-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623541	HPIVi/Yamagata/2006/1402	NA	2006-05-24	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765961	HNRG.063.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765907	HNRG.028.09	NA	2009-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765921	HNRG.055.11	NA	2011-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623641	HPIVi/Yamagata/2009/1228	NA	2009-05-16	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765953	HNRG.092.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT796501	NSVH2014_32_50334	NA	2014-08-08	Human	Spain	NA	Human_parainfluenza_virus_3	HPIV3
KF530228	HPIV3/ZAF/3314/2010	NA	2010-10-08	Human	South_Africa	NA	Human_parainfluenza_virus_3	HPIV3
AB623529	HPIVi/Yamagata/2005/1792	NA	2005-08-09	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623598	HPIVi/Yamagata/2008/1232	NA	2008-06-13	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765993	HNRG.061.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
KT765888	HNRG.079.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623472	HPIVi/Yamagata/2004/1061	NA	2004-06-22	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765962	HNRG.068.12	NA	2012-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
AB623676	HPIVi/Yamagata/2009/1384	NA	2009-06-04	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
AB623655	HPIVi/Yamagata/2009/1287	NA	2009-05-26	Human	Japan	NA	Human_parainfluenza_virus_3	HPIV3
KT765949	HNRG.103.13	NA	2013-XX-XX	Human	Argentina	NA	Human_parainfluenza_virus_3	HPIV3
