Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1503754	yam	B/Gansu-Ganzhou/1140/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1381075	yam	B/Gansu-Ganzhou/156/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1136119	yam	B/Beijing-Chaoyang/12977/2017	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1339369	yam	B/Guangxi-Jiangzhou/1722/2018	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1243990	yam	B/Darwin/4/2018	ha	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1315054	yam	B/Taiwan/80527/2018	ha	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1503751	yam	B/Guizhou-Bijiang/1254/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1339918	yam	B/Guizhou-Huishui/32/2018	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1338997	yam	B/Yunnan-Dali/1918/2018	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1141689	yam	B/Wyoming/13/2017	ha	Wyoming Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1320654	yam	B/Lao/1046/2018	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1359313	yam	B/NakhonSiThammarat/2950/2018	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1105657	yam	B/Minnesota/46/2017	ha	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1111892	yam	B/Tokyo/17310/2017	ha	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1186833	yam	B/Taiwan/300/2017	ha	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1027342	yam	B/Hokkaido/6/2017	ha	Hokkaido Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1312048	yam	B/ChiangRai/27/2018	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1106584	yam	B/Skovde/3/2017	ha		Public Health Agency Of Sweden	GISAID
EPI1283071	yam	B/ChiangRai/69/2018	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1272218	yam	B/Serbia/2213/2018	ha	Institute Of Immunology And Virology Torlak	Centers For Disease Control And Prevention	GISAID
EPI1618683	yam	B/Bangladesh/1659/2019	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1508323	yam	B/Bhutan/1062/2019	ha	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1354903	yam	B/SaudiArabia/465861/2018	ha	Ministry Of Health Riyadh	Crick Worldwide Influenza Centre	GISAID
EPI1544765	yam	B/Bahrain/364/2019	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1328996	yam	B/Oman/5341/2018	ha	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre	GISAID
EPI1328993	yam	B/Oman/5758/2018	ha	Central Public Health Laboratory, Ministry Of Health	Crick Worldwide Influenza Centre	GISAID
EPI1393967	yam	B/Tunis/21/2019	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1800770	yam	B/Norway/993/2020	ha	Haukeland University Hospital, Dept. Of Microbiology 	Crick Worldwide Influenza Centre	GISAID
EPI1169001	yam	B/Miyazaki/113/2017	ha	Miyazaki Prefectural Institute For Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI1113662	yam	B/Mauritius/1791/2017	ha	Central Health Laboratory	Crick Worldwide Influenza Centre	GISAID
EPI1727894	yam	B/Tunis/15474/2019	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1843763	yam	B/Tunisia/2254/2020	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1719150	yam	B/Tunis/15812/2019	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1843747	yam	B/Tunisia/1088/2020	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1689205	yam	B/Tunis/285/2020	ha	National Influenza Centre Tunis, Unit Virology, Microbiology Laboratory, Charles Nicolle's Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1260429	yam	B/Osaka/77/2018	ha	Osaka Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1381153	yam	B/Guyane/5/2018	ha	National Influenza Center French Guiana And French Indies	Who Chinese National Influenza Center	GISAID
EPI1442836	yam	B/BurkinaFaso/1459/2019	ha	Irss	Centers For Disease Control And Prevention	GISAID
EPI1354851	yam	B/Ghana/3761/2018	ha	University Of Ghana	Crick Worldwide Influenza Centre	GISAID
EPI1366153	yam	B/Cambodia/c1217372/2018	ha	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1210635	yam	B/Cambodia/1121/2017	ha	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1124791	yam	B/Mozambique/438/2017	ha	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1180484	yam	B/AbuDhabi/26/2017	ha	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1281987	yam	B/Madagascar/904/2018	ha	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1167059	yam	B/Bangladesh/801/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1211722	yam	B/Bangladesh/1297/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1080090	yam	B/Rennes/1336/2017	ha		Institut Pasteur	GISAID
EPI1017856	yam	B/Bangladesh/80000/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1124967	yam	B/Mozambique/468/2017	ha	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1167396	yam	B/Bulgaria/864/2017	ha	National Influenza Laboratory, Natl. Center Of Inf. & Parasitic Dis	Centers For Disease Control And Prevention	GISAID
EPI1117756	yam	B/Bangladesh/712021/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1088900	yam	B/Bangladesh/2008/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1358157	yam	B/Kawasaki/129/2018	ha	Kawasaki City Institute Of Public Health 	National Institute Of Infectious Diseases (niid)	GISAID
EPI1409555	yam	B/Mali/80/2018	ha	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1362493	yam	B/Vietnam/226/2018	ha	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1325927	yam	B/Bhutan/1190/2018	ha	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1175394	yam	B/Maldives/1168/2017	ha	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1175370	yam	B/Maldives/1209/2017	ha	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1489120	yam	B/CoteDIvoire/378/2019	ha	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1179627	yam	B/SriLanka/4/2018	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1278439	yam	B/Paraguay/343/2018	ha	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1266004	yam	B/Kenya/118/2018	ha	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1320670	yam	B/Lao/717/2018	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1263503	yam	B/SouthAuckland/17/2018	ha	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1283103	yam	B/Wellington/3/2018	ha	Institute Of Environmental Science And Research	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1590266	yam	B/Victoria/33/2019	ha	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1352793	yam	B/Norway/134/2019	ha	Mikrobiologisk Laboratorium, Sykehuset I Vestfold	Norwegian Institute Of Public Health	GISAID
EPI1673463	yam	B/StPetersburg/RII-346/2019	ha	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1715096	yam	B/Afghanistan/1909/2019	ha	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1763124	yam	B/Novosibirsk/RII-26927S/2020	ha	Research Institute Of Experimental And Clinical Medicine	Who National Influenza Centre Russian Federation	GISAID
EPI1748354	yam	B/StPetersburg/RII-183/2020	ha	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1333482	yam	B/Bangladesh/280/2018	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1266088	yam	B/Tanzania/4968/2018	ha	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1281057	yam	B/Tomsk/2/2018	ha		Who National Influenza Centre Russian Federation	GISAID
EPI1259647	yam	B/Bahrain/209/2018	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1330149	yam	B/Bangladesh/3006/2018	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1548798	yam	B/Norway/2051/2019	ha	Innlandet Hospital Trust, Division Lillehammer, Department For Microbiology	Norwegian Institute Of Public Health	GISAID
EPI1437057	yam	B/Greece/1037/19/2019	ha	Hellenic Pasteur Institute	Crick Worldwide Influenza Centre	GISAID
EPI1438602	yam	B/Pakistan/797/2019	ha	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1259579	yam	B/Bahrain/353/2018	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1229070	yam	B/Tennessee/7/2018	ha	Tennessee Department Of Health Laboratory Nashville	Centers For Disease Control And Prevention	GISAID
EPI1383067	yam	B/HongKong/1402/2018	ha	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1085402	yam	B/California/44/2017	ha	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1242868	yam	B/Saitama/51/2018	ha	Saitama Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1413432	yam	B/Brunei/2/2019	ha	R.i.p.a.s. Hospital, Department Of Laboratory Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1605006	yam	B/Toyama/4/2019	ha	Toyama Institute Of Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1629730	yam	B/Singapore/TT0505/2019	ha	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1592992	yam	B/Yokohama/9/2019	ha	Yokohama City Institute Of Public Health.	Centers For Disease Control And Prevention	GISAID
EPI1452911	yam	B/Darwin/58/2019	ha	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1583572	yam	B/Akita/1/2019	ha	Akita Research Center For Public Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI1272249	yam	B/Kurgan/45/2018	ha	State Research Center Of Virology And Biotechnology (vector)	Centers For Disease Control And Prevention	GISAID
EPI1173588	yam	B/England/80220812/2018	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1228878	yam	B/Macedonia/485/2018	ha	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1342607	yam	B/Netherlands/10600/2018	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1272273	yam	B/Congo/410/2018	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1052087	yam	B/Bangladesh/1012/2017	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1542378	yam	B/Yunnan-Linxiang/1550/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1183136	yam	B/Guyane/352/2017	ha	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1765742	yam	B/Santiago/7000/2020	ha	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1745625	yam	B/Valencia/10_1629/2020	ha	Fisabio   Public Health, Generalitat Valenciana	Center For Public Health Research (csisp)	GISAID
EPI1311106	yam	B/Florida/44/2018	ha	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1228830	yam	B/Mali/39/2018	ha	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1257230	yam	B/Dnipro/403/2018	ha	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1081933	yam	B/Centre/1350/2017	ha		Institut Pasteur	GISAID
EPI1212850	yam	B/Perth/70/2017	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1175260	yam	B/Tanzania/4794/2017	ha	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI129874	yam	B/HongKong/8/1973	na		Other Database Import	GISAID
EPI129889	yam	B/Oregon/5/1980	na		Other Database Import	GISAID
EPI517820	yam	B/NewYork/1002/1993	na		Other Database Import	GISAID
EPI5614	yam	B/Houston/1/1991	na		Other Database Import	GISAID
EPI517804	yam	B/NewYork/1000/1993	na		Other Database Import	GISAID
EPI517812	yam	B/NewYork/1001/1993	na		Other Database Import	GISAID
EPI517828	yam	B/NewYork/1003/1993	na		Other Database Import	GISAID
EPI131435	yam	B/Yamagata/16/1988	na		Other Database Import	GISAID
EPI5612	yam	B/Panama/45/1990	na		Other Database Import	GISAID
EPI51882	yam	B/HongKong/3/1992	na		Other Database Import	GISAID
EPI20817	yam	B/Guangzhou/86/1992	na		Other Database Import	GISAID
EPI13668	yam	B/Beijing/184/1993	na		Other Database Import	GISAID
EPI5620	yam	B/Sichuan/8/1992	na		Other Database Import	GISAID
EPI56396	yam	B/California/2/1994	na		Other Database Import	GISAID
EPI20826	yam	B/Harbin/7/1994	na		Other Database Import	GISAID
EPI1938775	yam	B/Brazil/11/2002	na	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI56434	yam	B/Singapore/11/1994	na		Other Database Import	GISAID
EPI51996	yam	B/Wellington/1/1994	na		Other Database Import	GISAID
EPI517836	yam	B/NewYork/1004/1995	na		Other Database Import	GISAID
EPI517868	yam	B/NewYork/1008/1995	na		Other Database Import	GISAID
EPI374209	yam	B/Malaysia/6535/1995	na		Other Database Import	GISAID
EPI517892	yam	B/NewYork/1011/1995	na		Other Database Import	GISAID
EPI517900	yam	B/NewYork/1012/1995	na		Other Database Import	GISAID
EPI517932	yam	B/NewYork/1016/1996	na		Other Database Import	GISAID
EPI517924	yam	B/NewYork/1015/1996	na		Other Database Import	GISAID
EPI517916	yam	B/NewYork/1014/1996	na		Other Database Import	GISAID
EPI374297	yam	B/Malaysia/11721/1997	na		Other Database Import	GISAID
EPI374249	yam	B/Malaysia/11169/1996	na		Other Database Import	GISAID
EPI374321	yam	B/Malaysia/13494/1997	na		Other Database Import	GISAID
EPI1919481	yam	B/Perth/1/2000	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1919469	yam	B/Bangkok/11/2000	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI55921	yam	B/Singapore/35/1998	na		Other Database Import	GISAID
EPI374313	yam	B/Malaysia/13396/1997	na		Other Database Import	GISAID
