Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI374373	vic	B/Malaysia/30238/2004	pb1		Other Database Import	GISAID
EPI374453	vic	B/Malaysia/33772/2005	pb1		Other Database Import	GISAID
EPI374421	vic	B/Malaysia/31529/2005	pb1		Other Database Import	GISAID
EPI160048	vic	B/Taiwan/70690/2006	pb1		Other Database Import	GISAID
EPI502882	vic	B/Sydney/3/2009	pb1	Clinical Virology Unit, Cdim	Other Database Import	GISAID
EPI374573	vic	B/Malaysia/1781325/2007	pb1		Other Database Import	GISAID
EPI374525	vic	B/Malaysia/1723975/2007	pb1		Other Database Import	GISAID
EPI374437	vic	B/Malaysia/33021/2005	pb1		Other Database Import	GISAID
EPI374469	vic	B/Malaysia/33922/2006	pb1		Other Database Import	GISAID
EPI374429	vic	B/Malaysia/31752/2005	pb1		Other Database Import	GISAID
EPI479493	vic	B/Townsville/4/2005	pb1		Other Database Import	GISAID
EPI374413	vic	B/Malaysia/30743/2005	pb1		Other Database Import	GISAID
EPI518416	vic	B/NewYork/1091/2006	pb1		Other Database Import	GISAID
EPI358189	vic	B/Guatemala/52/2012	pb1	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI905647	vic	B/Yaounde/11V-20231/2011	pb1	Centre Pasteur Du Cameroun	Crick Worldwide Influenza Centre	GISAID
EPI480240	vic	B/Brisbane/4/2007	pb1		Other Database Import	GISAID
EPI502842	vic	B/Sydney/56/2008	pb1	Westmead Hospital	Other Database Import	GISAID
EPI480352	vic	B/Brisbane/13/2007	pb1		Other Database Import	GISAID
EPI480328	vic	B/Sydney/504/2007	pb1		Other Database Import	GISAID
EPI13369	vic	B/Jeju/303/2003	pb1		Other Database Import	GISAID
EPI51095	vic	B/HongKong/553a/2003	pb1		Other Database Import	GISAID
EPI50411	vic	B/Houston/B71/2002	pb1		Other Database Import	GISAID
EPI478422	vic	B/Waikato/3/2002	pb1		Other Database Import	GISAID
EPI50468	vic	B/Houston/B77/2002	pb1		Other Database Import	GISAID
EPI51740	vic	B/Paraguay/636/2003	pb1		Other Database Import	GISAID
EPI479062	vic	B/Auckland/1/2003	pb1		Other Database Import	GISAID
EPI338079	vic	B/California/NHRC0005/2003	pb1		Other Database Import	GISAID
EPI518272	vic	B/NewYork/1394/2003	pb1		Other Database Import	GISAID
EPI20987	vic	B/Memphis/13/2003	pb1		Other Database Import	GISAID
EPI56159	vic	B/SouthCarolina/4/2003	pb1		Other Database Import	GISAID
EPI160032	vic	B/Taiwan/91061/2005	pb1		Other Database Import	GISAID
EPI159968	vic	B/Hawaii/33/2004	pb1		Other Database Import	GISAID
EPI479077	vic	B/Victoria/107/2005	pb1		Other Database Import	GISAID
EPI518376	vic	B/NewYork/1075/2005	pb1		Other Database Import	GISAID
EPI479485	vic	B/Brisbane/38/2005	pb1		Other Database Import	GISAID
EPI479622	vic	B/Brisbane/90/2005	pb1		Other Database Import	GISAID
EPI479710	vic	B/Brisbane/99/2005	pb1		Other Database Import	GISAID
EPI479726	vic	B/Brisbane/103/2005	pb1	Queensland Health Forensic And Scientific Services 	Other Database Import	GISAID
EPI479678	vic	B/Victoria/310/2005	pb1		Other Database Import	GISAID
EPI338047	vic	B/SouthCarolina/NHRC0001/2004	pb1		Other Database Import	GISAID
EPI479148	vic	B/Victoria/506/2005	pb1		Other Database Import	GISAID
EPI479125	vic	B/Victoria/505/2005	pb1	Monash Medical Centre	Other Database Import	GISAID
EPI479734	vic	B/Victoria/532/2005	pb1		Other Database Import	GISAID
EPI159904	vic	B/Taiwan/42/2007	pb1		Other Database Import	GISAID
EPI480232	vic	B/Brisbane/95/2006	pb1		Other Database Import	GISAID
EPI479766	vic	B/Victoria/501/2006	pb1		Other Database Import	GISAID
EPI50886	vic	B/Florida/2/2006	pb1		Other Database Import	GISAID
EPI480110	vic	B/Sydney/74/2006	pb1		Other Database Import	GISAID
EPI479758	vic	B/Christchurch/4/2006	pb1		Other Database Import	GISAID
EPI461265	vic	B/Thailand/CU-364/2008	pb1		Other Database Import	GISAID
EPI518448	vic	B/NewYork/1101/2007	pb1		Other Database Import	GISAID
EPI502890	vic	B/Christchurch/1/2010	pb1	Canterbury Health Services	Other Database Import	GISAID
EPI330394	vic	B/Hunan-Louxing/160/2011	pb1	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI371934	vic	B/Victoria/500/2012	pb1	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI293654	vic	B/Guangxi-Xixiangtang/1545/2010	pb1	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI502898	vic	B/Victoria/503/2010	pb1	Monash Medical Centre	Other Database Import	GISAID
EPI481208	vic	B/Brisbane/13/2011	pb1		Other Database Import	GISAID
EPI481232	vic	B/SouthAuckland/3/2011	pb1		Other Database Import	GISAID
EPI905618	vic	B/Norway/2075/2011	pb1	Norwegian Institute Of Public Health	Crick Worldwide Influenza Centre	GISAID
EPI480816	vic	B/Christchurch/1001/2010	pb1		Other Database Import	GISAID
EPI480800	vic	B/Brisbane/163/2008	pb1		Other Database Import	GISAID
EPI905631	vic	B/Israel/15/2011	pb1	Central Virology Laboratory Israel (nic)	Crick Worldwide Influenza Centre	GISAID
EPI461241	vic	B/Thailand/CU-C1451/2010	pb1		Other Database Import	GISAID
EPI905625	vic	B/AixEnProvence/1795/2011	pb1	Crr Virus Influenza Region Sud	Crick Worldwide Influenza Centre	GISAID
EPI903355	vic	B/Madagascar/2550/2011	pb1	Institut Pasteur De Madagascar	Crick Worldwide Influenza Centre	GISAID
EPI903488	vic	B/Agadir/156/2011	pb1	Institut National D Hygiene, Ministere De La Sante Sante	Crick Worldwide Influenza Centre	GISAID
EPI480808	vic	B/Sydney/2/2009	pb1		Other Database Import	GISAID
EPI480752	vic	B/Townsville/202/2008	pb1		Other Database Import	GISAID
EPI556424	vic	B/Brisbane/60/2008	pb1	Who Centre For Reference & Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI903416	vic	B/Malmo/2/2011	pb1	Swedish Institute For Infectious Disease Control	Crick Worldwide Influenza Centre	GISAID
EPI903508	vic	B/Tehran/5277/2010	pb1	Tehran University Of Medical Sciences	Crick Worldwide Influenza Centre	GISAID
EPI905692	vic	B/Madagascar/1593/2012	pb1	Institut Pasteur De Madagascar	Crick Worldwide Influenza Centre	GISAID
EPI539766	vic	B/Victoria/830/2013	pb1	Austin Health	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI477509	vic	B/Srilanka/2/2013	pb1	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI539711	vic	B/Brisbane/18/2013	pb1	Queensland Health Scientific Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI844343	vic	B/Nepal/383/2016	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI632560	vic	B/Brazil/2786/2015	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI738141	vic	B/Bahrain/921/2015	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI477594	vic	B/Victoria/18/2012	pb1	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI454486	vic	B/Utah/8/2012	pb1	Utah Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI905666	vic	B/England/507/2012	pb1	Health Protection Agency	Crick Worldwide Influenza Centre	GISAID
EPI905841	vic	B/Blida/113/2012	pb1	Institut Pasteur D'algerie	Crick Worldwide Influenza Centre	GISAID
EPI905803	vic	B/Jordan/30014/2012	pb1	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI635433	vic	B/Thailand/CU-B7337/2012	pb1		Other Database Import	GISAID
EPI576948	vic	B/Nonthaburi/373/2014	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI685334	vic	B/Taiwan/197/2015	pb1	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI905669	vic	B/Ireland/12M17522/2012	pb1	National Virus Reference Laboratory	Crick Worldwide Influenza Centre	GISAID
EPI905708	vic	B/Djibouti/IP1157/2012	pb1	Crr Virus Influenza Region Sud	Crick Worldwide Influenza Centre	GISAID
EPI905707	vic	B/Lorraine/1023/2012	pb1	Crr Virus Influenza Region Sud	Crick Worldwide Influenza Centre	GISAID
EPI905804	vic	B/Jordan/30465/2012	pb1	Laboratory Directorate	Crick Worldwide Influenza Centre	GISAID
EPI905846	vic	B/HongKong/3608/2012	pb1	Government Virus Unit	Crick Worldwide Influenza Centre	GISAID
EPI905845	vic	B/HongKong/6/2013	pb1	Government Virus Unit	Crick Worldwide Influenza Centre	GISAID
EPI632761	vic	B/HongKong/1372/2015	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI566825	vic	B/Vietnam/13VB-9/2013	pb1		Niigata University	GISAID
EPI507667	vic	B/Aichi/62/2013	pb1	Aichi Prefectural Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI539761	vic	B/Victoria/813/2013	pb1	Austin Health	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI642980	vic	B/Paraguay/5133/2015	pb1	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI576969	vic	B/Paraguay/9900/2014	pb1	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1605913	vic	B/Texas/2/2013	pb1	Centers For Disease Control And Prevention	Centers For Disease Control And Prevention	GISAID
EPI566814	vic	B/Vietnam/13VB-7/2013	pb1		Niigata University	GISAID
EPI629518	vic	B/Ryazan/1/2015	pb1	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI630838	vic	B/Yaroslavl/4/2015	pb1	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI685274	vic	B/Chiba-C/75/2014	pb1	Chiba City Institute Of Health And Environment	National Institute Of Infectious Diseases (niid)	GISAID
EPI642000	vic	B/Colombia/4924/2015	pb1	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI955433	vic	B/Yunnan-Zhaoyang/11160/2016	pb1	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI807201	vic	B/Brazil/36/2016	pb1	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI558915	vic	B/Stockholm/6/2014	pb1		Swedish Institute For Infectious Disease Control	GISAID
EPI737911	vic	B/Bangladesh/11007/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI693108	vic	B/Bangladesh/11005/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI708667	vic	B/Bangladesh/11002/2015	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI834199	vic	B/Brazil/5247/2016	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI638572	vic	B/Hawaii/22/2015	pb1	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1012638	vic	B/Bahia/128/2017	pb1	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI807193	vic	B/Brazil/27/2016	pb1	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI843398	vic	B/NewZealand/837/2016	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI854526	vic	B/Mozambique/181/2016	pb1	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI695355	vic	B/Brazil/80287/2015	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI685340	vic	B/Nagasaki/68/2015	pb1	Nagasaki Prefectural Institute For Environment Research And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI834231	vic	B/Oman/5113/2016	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1025689	vic	B/Lao/3949/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI651976	vic	B/Argentina/11461/2015	pb1	Cemic University Hospital	Centers For Disease Control And Prevention	GISAID
EPI694936	vic	B/Florida/78/2015	pb1	Florida Department Of Health Jacksonville	Centers For Disease Control And Prevention	GISAID
EPI638763	vic	B/Utah/41/2015	pb1	Utah Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI642870	vic	B/NewZealand/537/2015	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI834143	vic	B/RioGrandeDoNorte/140530/2016	pb1	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI858203	vic	B/Missouri/9/2016	pb1	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI826047	vic	B/Wisconsin/44/2016	pb1	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI739608	vic	B/Arkansas/6/2016	pb1	Arkansas Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI766015	vic	B/Arkansas/10/2016	pb1	Arkansas Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI892417	vic	B/Maryland/15/2016	pb1	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1619420	vic	B/Iowa/6/2017	pb1	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI963781	vic	B/NewJersey/4/2017	pb1	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1701344	vic	B/Iquique/75434/2019	pb1	Instituto De Salud Publica De Chile	Instituto De Salud Publica De Chile	GISAID
EPI1665025	vic	B/Chile/8427/2019	pb1	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1273424	vic	B/Guyane/542/2018	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1137416	vic	B/Suriname/2309/2017	pb1	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1489527	vic	B/Mozambique/203/2019	pb1	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1544869	vic	B/Madagascar/893/2019	pb1	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI1442946	vic	B/Maine/10/2019	pb1	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1442930	vic	B/Maine/9/2019	pb1	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1278381	vic	B/Paraguay/4209/2018	pb1	Central Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1206415	vic	B/Alaska/7/2018	pb1	Alaska State Virology Lab	Centers For Disease Control And Prevention	GISAID
EPI1324432	vic	B/Kentucky/27/2018	pb1	Kentucky Division Of Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI1488894	vic	B/Minnesota/15/2019	pb1	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1650771	vic	B/Argentina/2802/2019	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1434115	vic	B/Arizona/6/2019	pb1	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1312914	vic	B/HongKong/1362/2018	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1653484	vic	B/RibeiraoPreto/19246327-IAL/2019	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1723020	vic	B/Suriname/1027/2019	pb1	Central Laboratory, Bureau Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1347738	vic	B/ElSalvador/875/2018	pb1	Contiguo A Hospital Rosales	Centers For Disease Control And Prevention	GISAID
EPI1000294	vic	B/Colorado/6/2017	pb1	Colorado Department Of Health Lab	Other Database Import	GISAID
EPI1653492	vic	B/Palmas/19015480-IAL/2019	pb1	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI1508283	vic	B/Guyane/729/2019	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1603878	vic	B/Bolivia/663/2019	pb1	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1752167	vic	B/Argentina/100/2020	pb1	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1175218	vic	B/Peru/4417/2017	pb1	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI1362567	vic	B/Tokushima/19/2018	pb1	Tokushima Prefectural Centre For Public Health And Environmental Sciences	Centers For Disease Control And Prevention	GISAID
EPI1261087	vic	B/Kyiv/185/2018	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1225932	vic	B/NewYork/11/2018	pb1	New York State Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1000287	vic	B/Louisiana/10/2017	pb1	Louisiana Department Of Health And Hospitals	Other Database Import	GISAID
EPI912655	vic	B/Taiwan/694/2016	pb1	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI833850	vic	B/Bangladesh/1009/2016	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1112578	vic	B/England/71/2017	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI833936	vic	B/Bangladesh/60711005/2016	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1244488	vic	B/Nagasaki/635/2018	pb1	Nagasaki Prefectural Institute For Environment Research And Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1081552	vic	B/Kazakhstan/128/2017	pb1	Csee	Centers For Disease Control And Prevention	GISAID
EPI1198137	vic	B/Chongqing-Banan/1840/2017	pb1	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1312094	vic	B/Qinghai-Gangcha/1226/2018	pb1	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1244060	vic	B/Darwin/130/2017	pb1	Royal Darwin Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI980745	vic	B/Mexico/209/2017	pb1	Laboratorio De Virus Respiratorio	Centers For Disease Control And Prevention	GISAID
EPI714443	vic	B/Incheon/1610/2015	pb1	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI824492	vic	B/Tokyo/16088/2016	pb1	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1017838	vic	B/Bangladesh/2025/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1130751	vic	B/Indonesia/Nihrd-Lpg584/2017	pb1	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI1365807	vic	B/TimorLeste/52/2018	pb1	Laboratório Nacional Da Saúde	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1673869	vic	B/Canberra/5/2019	pb1	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI912640	vic	B/Ceara/144745-IEC/2016	pb1	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1089059	vic	B/Bolivia/1919/2017	pb1	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI872318	vic	B/Lao/2545/2016	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1052101	vic	B/Bangladesh/1003/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1107535	vic	B/Bangladesh/702014/2017	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1481562	vic	B/Bangladesh/1601/2019	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1481450	vic	B/Bangladesh/313/2019	pb1	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI826540	vic	B/StPetersburg/293/2016	pb1	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI648970	vic	B/FrenchGuiana/8123/2015	pb1	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI955557	vic	B/Bahrain/808/2016	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI909628	vic	B/Kanagawa/AC1623/2017	pb1	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI975830	vic	B/Kanagawa/ZC1618/2017	pb1	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1145642	vic	B/Singapore/EN0958/2017	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI854638	vic	B/Venezuela/2/2016	pb1	"Instituto Nacional De Higiene ""rafael Rangel"""	Centers For Disease Control And Prevention	GISAID
EPI844439	vic	B/Nepal/598/2016	pb1	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI672097	vic	B/Montana/18/2015	pb1	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI955525	vic	B/Bahrain/680/2016	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1020441	vic	B/Lao/186/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI737950	vic	B/HongKong/48/2016	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI838981	vic	B/HongKong/1545/2016	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI994759	vic	B/Maldives/49/2017	pb1	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1130719	vic	B/Indonesia/Nihrd-Bjm607/2017	pb1	Ministry Of Health, Nihrd	Centers For Disease Control And Prevention	GISAID
EPI1112466	vic	B/England/65/2017	pb1	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI695019	vic	B/SouthAfrica/5994/2015	pb1	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI825577	vic	B/HongKong/1154/2016	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1081536	vic	B/Kazakhstan/54/2017	pb1	Csee	Centers For Disease Control And Prevention	GISAID
EPI1147407	vic	B/Lao/F1664/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1094270	vic	B/Lao/2106/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1094262	vic	B/Lao/1675/2017	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI854479	vic	B/Lao/798/2016	pb1	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1012682	vic	B/Kyiv/196/2017	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1198145	vic	B/Hunan-Yuhua/11986/2017	pb1	Who Chinese National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1174693	vic	B/Dnipro/5/2018	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1013011	vic	B/Zaporizhia/163/2017	pb1	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI908545	vic	B/HongKong/21/2017	pb1	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI841564	vic	B/Lund/3/2016	pb1		Swedish Institute For Infectious Disease Control	GISAID
EPI908393	vic	B/Kenya/111/2016	pb1	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1141366	vic	B/Philippines/838/2017	pb1	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1089762	vic	B/Ulaanbaatar/1868/2017	pb1	National Center For Communicable Diseases	Centers For Disease Control And Prevention	GISAID
EPI1246919	vic	B/Oman/1961/2018	pb1	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI872203	vic	B/NewZealand/1230/2016	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI924365	vic	B/Yokohama/109/2016	pb1	Yokohama City Institute Of Public Health.	Centers For Disease Control And Prevention	GISAID
EPI1023336	vic	B/Singapore/TT0476/2017	pb1	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1082349	vic	B/Congo/144/2017	pb1	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1082413	vic	B/Congo/94/2017	pb1	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1273653	vic	B/India/2456/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1429077	vic	B/NorthDakota/7/2019	pb1	North Dakota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1141671	vic	B/California/87/2017	pb1	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1278105	vic	B/India/4194/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1394132	vic	B/Myanmar/18M348/2018	pb1	National Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1386499	vic	B/Bahrain/652/2018	pb1	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1273376	vic	B/India/4710/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1273615	vic	B/India/4711/2018	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1362559	vic	B/Kanagawa/AC1738/2018	pb1	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI807353	vic	B/Uganda/4822/2016	pb1	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI871921	vic	B/NewZealand/2386/2016	pb1	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI833999	vic	B/India/5275/2016	pb1	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI909524	vic	B/Fukushima/67/2016	pb1	Fukushima Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1141311	vic	B/Philippines/875/2017	pb1	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1211691	vic	B/Bolivia/1256/2017	pb1	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1362671	vic	B/Kuwait/8794/2018	pb1	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1574050	vic	B/Nakhonphanom/84/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1574058	vic	B/SuratThani/83/2019	pb1	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
