Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1889329	vic	B/Qatar/24-VI-21-1993651/2021	ha	Supreme Health Council	Crick Worldwide Influenza Centre	GISAID
EPI1992364	vic	B/Bahrain/5608/2021	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1848064	vic	B/Bahrain/1305/2021	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1926711	vic	B/Bahrain/5832/2021	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1926679	vic	B/Bahrain/157/2021	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1924879	vic	B/Bahrain/7887/2021	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI2020868	vic	B/Netherlands/568/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI1992356	vic	B/Kenya/115/2022	ha	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1888193	vic	B/AbuDhabi/2210731356/2021	ha	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI2005081	vic	B/Para/181912-IEC/2022	ha	Evandro Chagas Institute	Evandro Chagas Institute	GISAID
EPI1988253	vic	B/RhodeIsland/1/2022	ha	Rhode Island Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1951560	vic	B/RhodeIsland/5/2021	ha	Rhode Island Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1868572	vic	B/SaudiArabia/1157663012/2020	ha	Ministry Of Health Riyadh	Crick Worldwide Influenza Centre	GISAID
EPI1994703	vic	B/Netherlands/10143/2022	ha	Olvg Lab Bv	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1999052	vic	B/Netherlands/10414/2022	ha	Olvg Lab Bv	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1924455	vic	B/England/213821269/2021	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1992502	vic	B/India/5420/2021	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1958770	vic	B/Qatar/16-VI-21-5291383/2021	ha	Supreme Health Council	Crick Worldwide Influenza Centre	GISAID
EPI1888080	vic	B/Philippines/8/2021	ha	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1888297	vic	B/Connecticut/1/2021	ha	Connecticut Department. Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1982701	vic	B/England/220240687/2022	ha	Uk Health Security Agency   Colindale	Uk Health Security Agency   Colindale	GISAID
EPI2027414	vic	B/Netherlands/10939/2022	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1924656	vic	B/England/214120822/2021	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1987607	vic	B/SriLanka/1/2022	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1919899	vic	B/California/1/2021	ha	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI2027968	vic	B/Netherlands/11269/2022	ha	Pamm	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1973663	vic	B/Lisbon/1/2021	ha	Instituto Nacional De Saúde Dr. Ricardo Jorge	Instituto Nacional De Sa?de Dr. Ricardo Jorge	GISAID
EPI2024044	vic	B/Netherlands/781/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2010566	vic	B/Netherlands/459/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2010564	vic	B/Netherlands/392/2022	ha	Erasmus Medical Center	Erasmus Medical Center	GISAID
EPI2027107	vic	B/Smolensk/CRIE/196/2022	ha	Center Of Hygiene And Epidemiology In Smolensk Oblast	Central Research Institute Of Epidemiology	GISAID
EPI1961162	vic	B/Romania/488575_B/2021	ha	Cantacuzino Institute	Cantacuzino Institute	GISAID
EPI1985608	vic	B/Newcastle/1/2021	ha	John Hunter Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1958954	vic	B/AbuDhabi/3330615/2021	ha	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1958930	vic	B/AbuDhabi/3430298/2021	ha	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1806021	vic	B/Rennes/2587/2020	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1603912	vic	B/Togo/794/2019	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1795157	vic	B/SouthAfrica/1921/2020	ha	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1795415	vic	B/SouthAfrica/3636/2020	ha	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1738100	vic	B/Nigeria/4085/2019	ha	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1644728	vic	B/Togo/1071/2019	ha	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1806665	vic	B/Sergipe/13453/2020	ha	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1723233	vic	B/Lebanon/16/2020	ha	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1756210	vic	B/Dnipropetrovsk/420/2020	ha	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1813699	vic	B/SriLanka/28/2020	ha	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1352770	vic	B/Norway/3938/2018	ha	Mikrobiologisk Laboratorium, Sykehuset I Vestfold	Norwegian Institute Of Public Health	GISAID
EPI1606912	vic	B/Hawaii/38/2019	ha	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1658772	vic	B/Townsville/5/2019	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1592960	vic	B/Kanagawa/IC18169/2019	ha	National Institute Of Infectious Diseases (niid)	Centers For Disease Control And Prevention	GISAID
EPI1508346	vic	B/Bhutan/176/2019	ha	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1922870	vic	B/PrachuapKhiriKhan/247/2019	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1814850	vic	B/Sapporo/11/2019	ha	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1574018	vic	B/Phetchaburi/177/2019	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1697679	vic	B/Bahrain/6/2020	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1548807	vic	B/Norway/2116/2019	ha	Ostfold Hospital   Fredrikstad, Dept. Of Microbiology	Norwegian Institute Of Public Health	GISAID
EPI1607037	vic	B/Saipan/1052/2019	ha	Guam Department Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1840465	vic	B/Lao/452/2020	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840481	vic	B/Lao/262/2020	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1722926	vic	B/Lao/3354/2019	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1365471	vic	B/Eskilstuna/1/2019	ha		Public Health Agency Of Sweden	GISAID
EPI1409483	vic	B/Saskatchewan/RV0649/2019	ha	National Microbiology Laboratory, Health Canada	Centers For Disease Control And Prevention	GISAID
EPI1504923	vic	B/Kanagawa/AC1867/2019	ha	National Institute Of Infectious Diseases (niid)	Who Chinese National Influenza Center	GISAID
EPI1799902	vic	B/Yunnan-Wenshan/1438/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1739829	vic	B/Perth/3/2020	ha	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1506346	vic	B/Christchurch/504/2019	ha	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1585713	vic	B/HongKong/736/2019	ha	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1799899	vic	B/Yunnan-Wenshan/1436/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1697705	vic	B/Bahrain/871/2019	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1647637	vic	B/Victoria/2089/2019	ha	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1922885	vic	B/Malaysia/RP2127/2019	ha	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1434735	vic	B/Darwin/8/2019	ha	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1673886	vic	B/Darwin/37/2019	ha	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1843767	vic	B/SaudiArabia/1081638130/2019	ha	Ministry Of Health Riyadh	Crick Worldwide Influenza Centre	GISAID
EPI1593128	vic	B/India/1591/2019	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1635357	vic	B/England/93320735/2019	ha	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1481974	vic	B/Arizona/10/2019	ha	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1815370	vic	B/Kyiv/342/2020	ha	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1748455	vic	B/StPetersburg/RII-175/2020	ha	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1928530	vic	B/Haiti/70747/2021	ha	Laboratoire National De Sante Publique	Centers For Disease Control And Prevention	GISAID
EPI1854157	vic	B/Florida/1/2021	ha	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1684965	vic	B/Colombia/7431/2019	ha	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1491190	vic	B/Sendai-H/170/2019	ha	Virus Research Center, Sendai Medical Center	National Institute Of Infectious Diseases (niid)	GISAID
EPI1646824	vic	B/Porto/118/2019	ha	Instituto Nacional De Saude (insa)	Crick Worldwide Influenza Centre	GISAID
EPI1920663	vic	B/LaReunion/438/2021	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1485112	vic	B/Paris/2038/2019	ha	Institut Pasteur	Institut Pasteur	GISAID
EPI1735103	vic	B/HongKong/27/2020	ha	Hong Kong Department Of Health	Hong Kong Department Of Health	GISAID
EPI1806023	vic	B/Rennes/2588/2020	ha	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1715008	vic	B/Congo/9774/2019	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1662978	vic	B/India/4673/2019	ha	National Institute Of Virology	Centers For Disease Control And Prevention	GISAID
EPI1877606	vic	B/Texas/1/2021	ha	Texas Department Of State Health Services Laboratory Services	Centers For Disease Control And Prevention	GISAID
EPI2004081	vic	B/Honduras/3676/2021	ha	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1485501	vic	B/Nepal/19FL0509/2019	ha	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1647089	vic	B/Qatar/10-VI-19-0045921/2019	ha	Supreme Health Council	Crick Worldwide Influenza Centre	GISAID
EPI1882379	vic	B/Kenya/125/2021	ha	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1840648	vic	B/Kenya/113/2020	ha	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1736379	vic	B/NewJersey/12/2020	ha	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1544757	vic	B/Bahrain/351/2019	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1628652	vic	B/Bangladesh/1696/2019	ha	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1481690	vic	B/Congo/268/2019	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1585890	vic	B/Congo/306/2019	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1585866	vic	B/Congo/342/2019	ha	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1703942	vic	B/Kyiv/358/2019	ha	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1806704	vic	B/Guatemala/817/2020	ha	Laboratorio Nacional De Salud Guatemala	Centers For Disease Control And Prevention	GISAID
EPI1740214	vic	B/Sapporo/21/2020	ha	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1765718	vic	B/Santiago/4824/2020	ha	Instituto De Salud Publica De Chile	Centers For Disease Control And Prevention	GISAID
EPI1763455	vic	B/Sapporo/1/2020	ha	Sapporo City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1749570	vic	B/Sydney/4/2020	ha	Childrens Hospital Westmead	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1714953	vic	B/Pennsylvania/8/2020	ha	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1799722	vic	B/Yokohama/1/2020	ha	Yokohama City Institute Of Public Health.	Centers For Disease Control And Prevention	GISAID
EPI1804219	vic	B/Kupwara/UG_28/2019	ha	Sher I Kashmir Institute Of Medical Sciences	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1647577	vic	B/Darwin/189/2019	ha	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2024459	vic	B/Toamasina/11911/2021	ha	Institut Pasteur De Madagascar	Crick Worldwide Influenza Centre	GISAID
EPI1705593	vic	B/Kyiv/279/2019	ha	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1670376	vic	B/Scotland/114/2019	ha	Gart Naval General Hospital	Crick Worldwide Influenza Centre	GISAID
EPI1637818	vic	B/Maryland/24/2019	ha	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1504087	vic	B/Guangdong-Chikan/1147/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1752731	vic	B/Fujian-Xinluo/1714/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1722891	vic	B/Lao/3395/2019	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1722966	vic	B/Lao/3153/2019	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1840497	vic	B/Lao/737/2020	ha	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1726427	vic	B/Taiwan/83701/2019	ha	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1589986	vic	B/Brisbane/18/2019	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1351242	vic	B/Sichuan-Gaoxin/531/2018	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1503709	vic	B/Guangdong-Chengqu/8103/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1752794	vic	B/Liaoning-Shuangta/1137/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1583583	vic	B/Aichi/39/2019	ha	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1799893	vic	B/Yunnan-Wenshan/1479/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1590728	vic	B/Shanghai-Fengxian/1679/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1491204	vic	B/Kanagawa/ZC1862/2019	ha	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1731938	vic	B/Taiwan/70765/2019	ha	Center For Disease Control	National Institute Of Infectious Diseases (niid)	GISAID
EPI1726422	vic	B/Taiwan/83280/2019	ha	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
EPI1604998	vic	B/Kawasaki/12/2019	ha	Kawasaki City Institute Of Public Health 	National Institute Of Infectious Diseases (niid)	GISAID
EPI1693833	vic	B/Delaware/5/2020	ha	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1664357	vic	B/Delaware/20/2019	ha	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1405840	vic	B/Netherlands/10190/2019	ha	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI1438900	vic	B/RhodeIsland/2/2019	ha	Rhode Island Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1442812	vic	B/Connecticut/5/2019	ha	Connecticut Department. Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1589990	vic	B/Brisbane/21/2019	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1658764	vic	B/Brisbane/39/2019	ha	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1753016	vic	B/Jeonnam/1343/2019	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1603947	vic	B/Suriname/729/2019	ha	Central Laboratory, Bureau Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1544833	vic	B/Lebanon/454/2019	ha	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1489231	vic	B/Missouri/2/2019	ha	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1608889	vic	B/Bolivia/1372/2019	ha	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1608347	vic	B/Tokyo/19194/2019	ha	Tokyo Metropolitan Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1734621	vic	B/Trang/389/2019	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1602587	vic	B/California/26/2019	ha	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1654825	vic	B/SouthKorea/9964/2019	ha	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1654770	vic	B/SouthKorea/9957/2019	ha	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1687379	vic	B/Nakhonphanom/429/2019	ha	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1697755	vic	B/Bahrain/784/2019	ha	Ministry Of Health Bahrain	Centers For Disease Control And Prevention	GISAID
EPI1690433	vic	B/Darwin/1/2020	ha	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1368874	vic	B/Washington/2/2019	ha	Washington State Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1756266	vic	B/Argentina/83/2020	ha	Instituto Nacional De Enfermedades Infecciosas	Centers For Disease Control And Prevention	GISAID
EPI1800244	vic	B/Myanmar/19M105/2019	ha	Niigata University (dph)	Niiigata University	GISAID
EPI1845094	vic	B/Henan-Xigong/1449/2020	ha	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1629682	vic	B/Singapore/EN0540/2019	ha	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1917354	vic	B/Colombia/6181/2021	ha	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1796665	vic	B/Aichi/58/2020	ha	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI129892	vic	B/Singapore/222/1979	na		Other Database Import	GISAID
EPI129886	vic	B/Memphis/3/1989	na		Other Database Import	GISAID
EPI130004	vic	B/Beijing/1/1987	na		Other Database Import	GISAID
EPI20808	vic	B/Ibaraki/2/1985	na		Other Database Import	GISAID
EPI129883	vic	B/Memphis/6/1986	na		Other Database Import	GISAID
EPI129898	vic	B/Victoria/3/1985	na		Other Database Import	GISAID
EPI105148	vic	B/AnnArbor/1/1986	na		Other Database Import	GISAID
EPI129895	vic	B/Ussr/100/1983	na		Other Database Import	GISAID
EPI20805	vic	B/Norway/1/1984	na		Other Database Import	GISAID
EPI230	vic	B/Victoria/2/1987	na		Other Database Import	GISAID
EPI20811	vic	B/Aichi/5/1988	na		Other Database Import	GISAID
EPI5685	vic	B/Nanchang/6/1996	na		Other Database Import	GISAID
EPI51939	vic	B/HongKong/2/1993	na		Other Database Import	GISAID
EPI51901	vic	B/Oita/15/1992	na		Other Database Import	GISAID
EPI20814	vic	B/Nashville/45/1991	na		Other Database Import	GISAID
EPI52034	vic	B/Connecticut/2/1995	na		Other Database Import	GISAID
EPI5640	vic	B/Memphis/18/1995	na		Other Database Import	GISAID
EPI56339	vic	B/NewYork/24/1993	na		Other Database Import	GISAID
EPI5623	vic	B/Hawaii/1/1992	na		Other Database Import	GISAID
EPI5629	vic	B/Houston/2/1993	na		Other Database Import	GISAID
EPI15378	vic	B/HongKong/6/2001	na		Other Database Import	GISAID
EPI51540	vic	B/HongKong/22/2001	na		Other Database Import	GISAID
EPI20126	vic	B/HongKong/330/2001	na		Other Database Import	GISAID
EPI1927010	vic	B/Taiwan/9/2002	na	Centers For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI56168	vic	B/HongKong/28/2001	na		Other Database Import	GISAID
EPI15393	vic	B/Hawaii/10/2001	na		Other Database Import	GISAID
EPI671	vic	B/Yamagata/222/2002	na		Other Database Import	GISAID
EPI1926999	vic	B/Philippines/765/2001	na	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI51312	vic	B/HongKong/70/1996	na		Other Database Import	GISAID
EPI15425	vic	B/Beijing/243/1997	na		Other Database Import	GISAID
EPI15345	vic	B/Sichuan/281/1996	na		Other Database Import	GISAID
EPI20870	vic	B/Nanchang/6/1998	na		Other Database Import	GISAID
EPI233	vic	B/Chiba/447/1998	na		Other Database Import	GISAID
EPI20885	vic	B/Nanchang/1/2000	na		Other Database Import	GISAID
EPI20867	vic	B/Nanchang/15/1997	na		Other Database Import	GISAID
EPI14679	vic	B/Shandong/7/1997	na		Other Database Import	GISAID
EPI15357	vic	B/Bangkok/54/1999	na		Other Database Import	GISAID
EPI15360	vic	B/Bangkok/34/1999	na		Other Database Import	GISAID
EPI224	vic	B/Aichi/20/1999	na		Other Database Import	GISAID
EPI20879	vic	B/Shiga/51/1998	na		Other Database Import	GISAID
EPI374289	vic	B/Malaysia/15048/1998	na		Other Database Import	GISAID
EPI56111	vic	B/Taiwan/1484/2001	na		Other Database Import	GISAID
EPI1923371	vic	B/Taiwan/6/2001	na	Center For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI15408	vic	B/Oman/16296/2001	na		Other Database Import	GISAID
EPI15411	vic	B/Malaysia/83077/2001	na		Other Database Import	GISAID
EPI474132	vic	B/Guangdong/GZ481/2009	na		Other Database Import	GISAID
EPI339133	vic	B/Kolkata/2065/2008	na		Other Database Import	GISAID
EPI904589	vic	B/Norway/1477/2012	na	Who National Influenza Centre	Crick Worldwide Influenza Centre	GISAID
EPI155308	vic	B/Singapore/35/2006	na		Centers For Disease Control And Prevention	GISAID
EPI16516	vic	B/HongKong/548/2000	na		Other Database Import	GISAID
EPI20088	vic	B/Victoria/504/2000	na	Monash Medical Centre	Other Database Import	GISAID
EPI1926982	vic	B/Christchurch/136/2002	na	Canterbury Health Services	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI478921	vic	B/Christchurch/86/2002	na		Other Database Import	GISAID
EPI50401	vic	B/Houston/B71/2002	na		Other Database Import	GISAID
EPI478370	vic	B/Waikato/6/2002	na		Other Database Import	GISAID
EPI15414	vic	B/HongKong/1351/2002	na	Centers For Disease Control And Prevention	Other Database Import	GISAID
EPI1926986	vic	B/Johannesburg/8/2002	na	National Institute For Communicable Disease	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1926961	vic	B/Bangkok/62/2002	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1927001	vic	B/Singapore/1/2002	na	Singapore General Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI13674	vic	B/Israel/95/2003	na		Other Database Import	GISAID
EPI1926968	vic	B/Brisbane/17/2002	na	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1938098	vic	B/Indonesia/8654/2002	na	U.s. Namru 2   Indonesia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1926991	vic	B/Malaysia/46/2002	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1926989	vic	B/Malaysia/22059/2002	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI478402	vic	B/Victoria/115/2002	na		Other Database Import	GISAID
EPI13665	vic	B/Tehran/80/2002	na		Other Database Import	GISAID
EPI479050	vic	B/Waikato/27/2002	na		Other Database Import	GISAID
EPI478322	vic	B/Sydney/9/2002	na		Other Database Import	GISAID
EPI478426	vic	B/Sydney/11/2002	na		Other Database Import	GISAID
EPI479042	vic	B/Auckland/36/2002	na		Other Database Import	GISAID
EPI478298	vic	B/Sydney/2/2002	na		Other Database Import	GISAID
EPI478287	vic	B/Sydney/1/2002	na		Other Database Import	GISAID
EPI1926995	vic	B/Perth/1/2002	na	Pathwest Qe Ii Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI15417	vic	B/NewYork/1/2002	na		Other Database Import	GISAID
EPI478970	vic	B/Brisbane/72/2002	na		Other Database Import	GISAID
EPI478962	vic	B/Townsville/11/2002	na		Other Database Import	GISAID
EPI517575	vic	B/NewYork/1053/2002	na		Other Database Import	GISAID
EPI518196	vic	B/NewYork/1051/2002	na		Other Database Import	GISAID
EPI478394	vic	B/Brisbane/3/2002	na		Other Database Import	GISAID
EPI13704	vic	B/Jeju/303/2003	na		Other Database Import	GISAID
EPI51085	vic	B/HongKong/553a/2003	na		Other Database Import	GISAID
EPI554798	vic	B/Hunan-Lusong/1459/2006	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1938007	vic	B/Malaysia/1523/2004	na	Institut Penyelidikan Perubatan	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1990262	vic	B/Taiwan/6/2006	na	Center For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI304953	vic	B/Philippines/6363/2009	na	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI241198	vic	B/Taiwan/55/2009	na	Adimmune Corporation	Centers For Disease Control And Prevention	GISAID
