Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI733033	h1n1pdm	A/Kyrgyzstan/49/2015	pb2	National Virology Laboratory, Center Microbiological Investigations	Centers For Disease Control And Prevention	GISAID
EPI942996	h1n1pdm	A/Suriname/1437/2016	pb2	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI876947	h1n1pdm	A/England/240/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI877961	h1n1pdm	A/England/61480689/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI712000	h1n1pdm	A/England/414/2015	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI722960	h1n1pdm	A/Saitama-C/9/2016	pb2	Saitama City Institute Of Health  Science And Research	National Institute Of Infectious Diseases (niid)	GISAID
EPI736085	h1n1pdm	A/Wakayama-C/97/2016	pb2	Wakayama City Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI760394	h1n1pdm	A/Shimane/40/2016	pb2	Shimane Prefectural Institute Of Public Health And Environmental Science	National Institute Of Infectious Diseases (niid)	GISAID
EPI971686	h1n1pdm	A/Kanagawa/AC12/2016	pb2	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1039846	h1n1pdm	A/Ecuador/33/2017	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI865825	h1n1pdm	A/Arizona/72/2016	pb2	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI874295	h1n1pdm	A/Singapore/SGH0772/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874287	h1n1pdm	A/Singapore/SGH0773/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI886626	h1n1pdm	A/Colombia/1038/2016	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI1017420	h1n1pdm	A/RioGrandeDoSul/17/2017	pb2	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1017484	h1n1pdm	A/Colombia/3732/2017	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI943617	h1n1pdm	A/Louisiana/7/2017	pb2	Louisiana Department Of Health And Hospitals	Centers For Disease Control And Prevention	GISAID
EPI1039854	h1n1pdm	A/Ecuador/222/2017	pb2	Inspi	Centers For Disease Control And Prevention	GISAID
EPI1141174	h1n1pdm	A/Philippines/937/2017	pb2	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI859793	h1n1pdm	A/Antananarivo/5768/2016	pb2	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI859777	h1n1pdm	A/Antsirabe/5599/2016	pb2	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI859785	h1n1pdm	A/Antsirabe/5602/2016	pb2	Institut Pasteur De Madagascar	Centers For Disease Control And Prevention	GISAID
EPI858473	h1n1pdm	A/Florida/73/2016	pb2	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI877490	h1n1pdm	A/England/442/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI942988	h1n1pdm	A/Suriname/1295/2016	pb2	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI942980	h1n1pdm	A/Suriname/1289/2016	pb2	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1039768	h1n1pdm	A/Bolivia/638/2017	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1039792	h1n1pdm	A/Bolivia/800/2017	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1025141	h1n1pdm	A/Bolivia/346/2017	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1039752	h1n1pdm	A/Bolivia/792/2017	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI756423	h1n1pdm	A/Ethiopia/1396/2015	pb2	Ethiopian Public Health Institute, National Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI863015	h1n1pdm	A/Peru/716/2016	pb2	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI956831	h1n1pdm	A/Sydney/1047/2016	pb2	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI827573	h1n1pdm	A/Oman/4512/2016	pb2	Central Public Health Laboratory, Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI675803	h1n1pdm	A/HongKong/15587/2015	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI874311	h1n1pdm	A/Singapore/TT1358/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI815673	h1n1pdm	A/Panama/318595/2016	pb2	Instituto Conmemorativo Gorgas De Estudios De La Salud	Centers For Disease Control And Prevention	GISAID
EPI858592	h1n1pdm	A/CostaRica/6171/2016	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI678967	h1n1pdm	A/Colorado/22/2015	pb2	Colorado Department Of Health Lab	Centers For Disease Control And Prevention	GISAID
EPI742377	h1n1pdm	A/HongKong/96/2016	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI825127	h1n1pdm	A/HongKong/1722/2016	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI759333	h1n1pdm	A/Cambodia/1300/2015	pb2	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI874175	h1n1pdm	A/Singapore/SGH0559/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI886659	h1n1pdm	A/Hawaii/101/2016	pb2	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI952409	h1n1pdm	A/Singapore/EN0030/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1039870	h1n1pdm	A/Philippines/287/2017	pb2	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI825426	h1n1pdm	A/HongKong/1682/2016	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI759341	h1n1pdm	A/Cambodia/1326/2015	pb2	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI815173	h1n1pdm	A/SouthAfrica/3480/2016	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI952433	h1n1pdm	A/Singapore/TT0087/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI838866	h1n1pdm	A/HongKong/2396/2016	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI956926	h1n1pdm	A/Cambodia/FSS32978/2016	pb2	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI854117	h1n1pdm	A/Lao/2013/2016	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1094011	h1n1pdm	A/Lao/2197/2017	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1047145	h1n1pdm	A/Suriname/2158/2017	pb2	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI912230	h1n1pdm	A/HongKong/221/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1047105	h1n1pdm	A/HongKong/3646/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1047121	h1n1pdm	A/HongKong/3650/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1088594	h1n1pdm	A/BurkinaFaso/145/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088461	h1n1pdm	A/BurkinaFaso/66/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088546	h1n1pdm	A/BurkinaFaso/133/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088485	h1n1pdm	A/BurkinaFaso/88/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088642	h1n1pdm	A/BurkinaFaso/2105/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088429	h1n1pdm	A/BurkinaFaso/7/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1078323	h1n1pdm	A/Mali/199/2017	pb2	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1078656	h1n1pdm	A/Mali/91/2017	pb2	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1078299	h1n1pdm	A/Mali/106/2017	pb2	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1078291	h1n1pdm	A/Mali/101/2017	pb2	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1078331	h1n1pdm	A/Mali/25/2017	pb2	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1146757	h1n1pdm	A/Togo/1107/2017	pb2	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1088626	h1n1pdm	A/BurkinaFaso/154/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1099391	h1n1pdm	A/BurkinaFaso/2103/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI1088650	h1n1pdm	A/BurkinaFaso/2106/2017	pb2	Irss	Centers For Disease Control And Prevention	GISAID
EPI705970	h1n1pdm	A/Colorado/32/2015	pb2	Colorado Department Of Health Lab	Centers For Disease Control And Prevention	GISAID
EPI788353	h1n1pdm	A/Singapore/INFGP-16-0064/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1078464	h1n1pdm	A/Ohio/38/2017	pb2	Ohio Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI859721	h1n1pdm	A/Hawaii/83/2016	pb2	State Of Hawaii Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI871390	h1n1pdm	A/Maryland/22/2016	pb2	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI886618	h1n1pdm	A/Colombia/973/2016	pb2	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI880101	h1n1pdm	A/California/172/2016	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI871366	h1n1pdm	A/Florida/93/2016	pb2	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1017524	h1n1pdm	A/Utah/25/2017	pb2	Utah Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI697982	h1n1pdm	A/NewMexico/29/2015	pb2	New Mexico Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI768112	h1n1pdm	A/Lao/160/2016	pb2	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1025149	h1n1pdm	A/Bolivia/351/2017	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI865950	h1n1pdm	A/SouthDakota/30/2016	pb2	South Dakota Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1118312	h1n1pdm	A/Mozambique/333/2017	pb2	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1118304	h1n1pdm	A/Mozambique/344/2017	pb2	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI830378	h1n1pdm	A/SouthAfrica/4486/2016	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI815204	h1n1pdm	A/SouthAfrica/3959/2016	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI832019	h1n1pdm	A/Uppsala/5/2016	pb2		Swedish Institute For Infectious Disease Control	GISAID
EPI814688	h1n1pdm	A/Georgia/50/2016	pb2	Georgia Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI696699	h1n1pdm	A/StPetersburg/RII869S/2016	pb2	Who National Influenza Centre Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI836195	h1n1pdm	A/StPetersburg/RII3763S/2016	pb2		Who National Influenza Centre Russian Federation	GISAID
EPI832998	h1n1pdm	A/Pernambuco/138700/2016	pb2	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI876971	h1n1pdm	A/England/60520032/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI767914	h1n1pdm	A/Kazakhstan/153/2016	pb2	Csee	Centers For Disease Control And Prevention	GISAID
EPI879154	h1n1pdm	A/England/668/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI833014	h1n1pdm	A/Paraiba/139178-IEC/2016	pb2	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI874207	h1n1pdm	A/Singapore/KK0942/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874303	h1n1pdm	A/Singapore/TT1348/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874327	h1n1pdm	A/Singapore/KK1097/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI716288	h1n1pdm	A/Nonthaburi/393/2015	pb2	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI674837	h1n1pdm	A/Karlstad/4/2015	pb2		Swedish Institute For Infectious Disease Control	GISAID
EPI686848	h1n1pdm	A/Uppsala/8/2015	pb2		Swedish Institute For Infectious Disease Control	GISAID
EPI716208	h1n1pdm	A/Pakistan/382/2015	pb2	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI842066	h1n1pdm	A/Brazil/1168/2016	pb2	Oswaldo Cruz Institute   Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI879089	h1n1pdm	A/England/661/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI691275	h1n1pdm	A/Kazakhstan/51/2015	pb2	Csee	Centers For Disease Control And Prevention	GISAID
EPI871120	h1n1pdm	A/Honduras/9010/2016	pb2	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI788814	h1n1pdm	A/Singapore/INFKK-16-0499/2016	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI862788	h1n1pdm	A/Bolivia/2021/2016	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1000890	h1n1pdm	A/Minnesota/25/2017	pb2	Minnesota Department Of Health	Other Database Import	GISAID
EPI833134	h1n1pdm	A/Ceara/141872-IEC/2016	pb2	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI863055	h1n1pdm	A/Peru/9716/2016	pb2	Us Namru 6	Centers For Disease Control And Prevention	GISAID
EPI880539	h1n1pdm	A/Brazil/3545/2016	pb2	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI838850	h1n1pdm	A/HongKong/2352/2016	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI858632	h1n1pdm	A/CostaRica/5870/2016	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI830108	h1n1pdm	A/Valparaiso/43870/2016	pb2	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1029678	h1n1pdm	A/England/963/2016	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI841589	h1n1pdm	A/Stockholm/35/2016	pb2		Swedish Institute For Infectious Disease Control	GISAID
EPI836447	h1n1pdm	A/Linkoping/3/2016	pb2		Swedish Institute For Infectious Disease Control	GISAID
EPI858624	h1n1pdm	A/CostaRica/4631/2016	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI992323	h1n1pdm	A/Oklahoma/15/2017	pb2	Oklahoma State Department Of Health	Other Database Import	GISAID
EPI888375	h1n1pdm	A/Netherlands/3792/2016	pb2	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI955620	h1n1pdm	A/Washington/22/2017	pb2	Washington State Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI980116	h1n1pdm	A/Virginia/21/2017	pb2	Virginia Division Of Consolidated Laboratories	Centers For Disease Control And Prevention	GISAID
EPI912206	h1n1pdm	A/CostaRica/1534/2016	pb2	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1056551	h1n1pdm	A/Honduras/305/2017	pb2	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1024918	h1n1pdm	A/Honduras/198/2017	pb2	Laboratorio Nacional De Virologia	Centers For Disease Control And Prevention	GISAID
EPI1047089	h1n1pdm	A/Ceara/145605-IEC/2017	pb2	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1047129	h1n1pdm	A/Brazil/526/2017	pb2	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1047137	h1n1pdm	A/Brazil/536/2017	pb2	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI924710	h1n1pdm	A/California/16/2017	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI969791	h1n1pdm	A/California/45/2017	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI862984	h1n1pdm	A/Montana/51/2016	pb2	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI880085	h1n1pdm	A/California/170/2016	pb2	California Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI862976	h1n1pdm	A/Montana/50/2016	pb2	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI1112113	h1n1pdm	A/England/41/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1057093	h1n1pdm	A/Bangladesh/1217/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1047185	h1n1pdm	A/SouthAfrica/R07347/2017	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1131683	h1n1pdm	A/Mozambique/434/2017	pb2	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1022947	h1n1pdm	A/Singapore/KK0469/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1029830	h1n1pdm	A/England/71000568/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1145474	h1n1pdm	A/Singapore/NUH0026/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1017821	h1n1pdm	A/Bangladesh/1005/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1017404	h1n1pdm	A/Bangladesh/3400/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1141190	h1n1pdm	A/Philippines/956/2017	pb2	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1056738	h1n1pdm	A/Bangladesh/9002/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1118320	h1n1pdm	A/Mozambique/297/2017	pb2	Laboratório De Isolamento Viral	Centers For Disease Control And Prevention	GISAID
EPI1195531	h1n1pdm	A/Pakistan/43/2017	pb2	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1195539	h1n1pdm	A/Pakistan/38/2017	pb2	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI980045	h1n1pdm	A/Maryland/27/2017	pb2	Maryland Department Of Health And Mental Hygiene	Centers For Disease Control And Prevention	GISAID
EPI994104	h1n1pdm	A/Maldives/192/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI994274	h1n1pdm	A/Maldives/71/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI994206	h1n1pdm	A/Maldives/446/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI994198	h1n1pdm	A/Maldives/445/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1025157	h1n1pdm	A/Arizona/33/2017	pb2	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI1141182	h1n1pdm	A/Philippines/980/2017	pb2	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1023107	h1n1pdm	A/Singapore/TT0252/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1023287	h1n1pdm	A/Singapore/NUH0005/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1023099	h1n1pdm	A/Singapore/TT0301/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1039878	h1n1pdm	A/Philippines/212/2017	pb2	Center For Medical Microbiology	Centers For Disease Control And Prevention	GISAID
EPI1057133	h1n1pdm	A/Bangladesh/1087/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1056746	h1n1pdm	A/Bangladesh/5/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI994096	h1n1pdm	A/Maldives/176/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1085194	h1n1pdm	A/Bangladesh/4010/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1023051	h1n1pdm	A/Singapore/MOH0160/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1029782	h1n1pdm	A/England/20/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1046906	h1n1pdm	A/Bangladesh/3040/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1046938	h1n1pdm	A/Bangladesh/4016/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1017813	h1n1pdm	A/Bangladesh/1012/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1017556	h1n1pdm	A/Bangladesh/4004/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1107399	h1n1pdm	A/HongKong/4792/2017	pb2	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1175787	h1n1pdm	A/Maldives/1499/2017	pb2	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI1086566	h1n1pdm	A/Stockholm/41/2017	pb2		Public Health Agency Of Sweden	GISAID
EPI1229783	h1n1pdm	A/Ibaraki/91/2017	pb2	Ibaraki Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1244976	h1n1pdm	A/Kanagawa/26/2018	pb2	Kanagawa Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1023123	h1n1pdm	A/Singapore/KK0216/2017	pb2	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI1047169	h1n1pdm	A/SouthAfrica/R07331/2017	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1146877	h1n1pdm	A/Georgia/17/2017	pb2	Georgia Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1267138	h1n1pdm	A/Tanzania/144/2018	pb2	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1086476	h1n1pdm	A/Stockholm/34/2017	pb2	Public Health Agency Of Sweden	Public Health Agency Of Sweden	GISAID
EPI1086466	h1n1pdm	A/Stockholm/33/2017	pb2		Public Health Agency Of Sweden	GISAID
EPI1179873	h1n1pdm	A/AbuDhabi/18/2017	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1180201	h1n1pdm	A/AbuDhabi/186/2017	pb2	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1085210	h1n1pdm	A/Bangladesh/4005/2017	pb2	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1181696	h1n1pdm	A/Cambodia/926/2017	pb2	National Public Health Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1112185	h1n1pdm	A/England/72100741/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1163027	h1n1pdm	A/Missouri/52/2017	pb2	Missouri Department. Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1267202	h1n1pdm	A/Uganda/6099/2018	pb2	Uganda Virus Research Institute (uvri), National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI1244465	h1n1pdm	A/Victoria/959/2017	pb2	Who Collaborating Centre For Reference And Research On Influenza	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1039664	h1n1pdm	A/Michigan/265/2017	pb2	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1139392	h1n1pdm	A/England/92/2017	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1099383	h1n1pdm	A/Michigan/297/2017	pb2	Michigan Department Of Community Health	Centers For Disease Control And Prevention	GISAID
EPI1316303	h1n1pdm	A/SouthAfrica/R10079/2018	pb2	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI1181938	h1n1pdm	A/Albania/7956/2018	pb2	Institute Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1233368	h1n1pdm	A/Linkoping/12/2018	pb2		Public Health Agency Of Sweden	GISAID
EPI1277987	h1n1pdm	A/Bolivia/118/2018	pb2	Instituto Nacional De Laboratoriosde Salud (inlasa)	Centers For Disease Control And Prevention	GISAID
EPI1255591	h1n1pdm	A/Bolivia/290/2018	pb2	Cenetrop	Centers For Disease Control And Prevention	GISAID
EPI1186061	h1n1pdm	A/Wisconsin/52/2018	pb2	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1313904	h1n1pdm	A/DominicanRepublic/324/2018	pb2	Laboratorio Nacional De Salud Publica Dr. Defillo	Centers For Disease Control And Prevention	GISAID
EPI1204803	h1n1pdm	A/England/80780404/2018	pb2	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI1238991	h1n1pdm	A/Macedonia/246/2018	pb2	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1227758	h1n1pdm	A/Macedonia/256/2018	pb2	Institute Of Public Health (macedonia)	Centers For Disease Control And Prevention	GISAID
EPI1124280	h1n1pdm	A/Arizona/64/2017	pb2	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
