Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI697850	h1n1pdm	A/Mali/71Ci/2015	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI643301	h1n1pdm	A/FrenchGuiana/4153/2015	np	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI643221	h1n1pdm	A/FrenchGuiana/4072/2015	np	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI1095712	h1n1pdm	A/Netherlands/784/2014	np	National Institute For Public Health And The Environment (rivm)	National Institute For Public Health And The Environment (rivm)	GISAID
EPI691351	h1n1pdm	A/Mali/239CI/2015	np	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI677923	h1n1pdm	A/England/41420354/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI546552	h1n1pdm	A/NewYork/WC-LVD-14-034/2014	np		Other Database Import	GISAID
EPI677718	h1n1pdm	A/England/665/2013	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI546162	h1n1pdm	A/NewYork/WC-LVD-13-013/2013	np		Other Database Import	GISAID
EPI546134	h1n1pdm	A/NewYork/WC-LVD-13-009/2013	np		Other Database Import	GISAID
EPI546280	h1n1pdm	A/NewYork/WC-LVD-13-030/2013	np		Other Database Import	GISAID
EPI546520	h1n1pdm	A/NewYork/WC-LVD-14-030/2014	np		Other Database Import	GISAID
EPI546352	h1n1pdm	A/NewYork/WC-LVD-14-009/2014	np		Other Database Import	GISAID
EPI546288	h1n1pdm	A/NewYork/WC-LVD-14-001/2014	np		Other Database Import	GISAID
EPI677931	h1n1pdm	A/England/41420355/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI677798	h1n1pdm	A/England/129/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI546204	h1n1pdm	A/NewYork/WC-LVD-13-019/2013	np		Other Database Import	GISAID
EPI546127	h1n1pdm	A/NewYork/WC-LVD-13-008/2013	np		Other Database Import	GISAID
EPI677976	h1n1pdm	A/England/41780007/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI677766	h1n1pdm	A/England/20/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI677838	h1n1pdm	A/England/333/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI561940	h1n1pdm	A/Cambodia/Y0630302/2014	np	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI684340	h1n1pdm	A/Lao/830/2015	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI552708	h1n1pdm	A/Sweden/74/2014	np		Swedish Institute For Infectious Disease Control	GISAID
EPI546092	h1n1pdm	A/NewYork/WC-LVD-13-003/2013	np		Other Database Import	GISAID
EPI546099	h1n1pdm	A/NewYork/WC-LVD-13-004/2013	np		Other Database Import	GISAID
EPI546608	h1n1pdm	A/NewYork/WC-LVD-14-041/2014	np		Other Database Import	GISAID
EPI711768	h1n1pdm	A/England/439/2014	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI585268	h1n1pdm	A/Stockholm/28/2015	np	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI684403	h1n1pdm	A/SouthAfrica/4029/2015	np	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI586596	h1n1pdm	A/Colombia/4280/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI638875	h1n1pdm	A/Ecuador/2375/2015	np	Inspi	Centers For Disease Control And Prevention	GISAID
EPI586637	h1n1pdm	A/Colombia/1702/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI586623	h1n1pdm	A/Colombia/1359/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI586632	h1n1pdm	A/Colombia/2537/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI586615	h1n1pdm	A/Colombia/1457/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI586604	h1n1pdm	A/Colombia/4522/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI546225	h1n1pdm	A/NewYork/WC-LVD-13-022/2013	np		Other Database Import	GISAID
EPI546728	h1n1pdm	A/NewYork/WC-LVD-14-057/2014	np		Other Database Import	GISAID
EPI546256	h1n1pdm	A/NewYork/WC-LVD-13-026/2013	np		Other Database Import	GISAID
EPI546704	h1n1pdm	A/NewYork/WC-LVD-14-054/2014	np		Other Database Import	GISAID
EPI546760	h1n1pdm	A/NewYork/WC-LVD-14-062/2014	np		Other Database Import	GISAID
EPI546752	h1n1pdm	A/NewYork/WC-LVD-14-061/2014	np		Other Database Import	GISAID
EPI546544	h1n1pdm	A/NewYork/WC-LVD-14-033/2014	np		Other Database Import	GISAID
EPI638947	h1n1pdm	A/Bangladesh/3094/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI715933	h1n1pdm	A/Valdivia/78346/2015	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI725880	h1n1pdm	A/Colombia/497/2015	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI695454	h1n1pdm	A/Brazil/69221/2015	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI715917	h1n1pdm	A/Santiago/73027/2015	np	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI693331	h1n1pdm	A/Brazil/72880/2015	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI717203	h1n1pdm	A/Indiana/21/2016	np	Indiana State Department Of Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI684356	h1n1pdm	A/Iowa/53/2015	np	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI642546	h1n1pdm	A/Stockholm/38/2015	np		Swedish Institute For Infectious Disease Control	GISAID
EPI877701	h1n1pdm	A/England/709/2016	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI841472	h1n1pdm	A/Toyama/86/2016	np	Toyama Institute Of Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI971690	h1n1pdm	A/Kanagawa/ZC10/2016	np	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI956787	h1n1pdm	A/Victoria/503/2016	np	Monash Medical Centre	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI788573	h1n1pdm	A/Singapore/INFSGH-16-0105/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI788753	h1n1pdm	A/Singapore/INFKK-16-0149/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI788533	h1n1pdm	A/Singapore/INFEN-16-0085/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI788437	h1n1pdm	A/Singapore/INFTT-16-0066/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI742365	h1n1pdm	A/HongKong/94/2016	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI788678	h1n1pdm	A/Singapore/INFKK-16-0359/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI768487	h1n1pdm	A/Vietnam/GS150925/2015	np	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI623974	h1n1pdm	A/Moscow/CRIE-48/2015	np		Central Research Institute For Epidemiology	GISAID
EPI672242	h1n1pdm	A/Bangladesh/5010/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI690942	h1n1pdm	A/Bangladesh/4008/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI630386	h1n1pdm	A/Bangladesh/3002/2015	np	Centers For Disease Control And Prevention	Centers For Disease Control And Prevention	GISAID
EPI690990	h1n1pdm	A/Bangladesh/9001/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI679022	h1n1pdm	A/Arizona/26/2015	np	Arizona Department Of Health Services	Centers For Disease Control And Prevention	GISAID
EPI716152	h1n1pdm	A/Tanzania/3884/2015	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI732975	h1n1pdm	A/Tanzania/3866/2015	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI716196	h1n1pdm	A/Tanzania/658/2015	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1267150	h1n1pdm	A/Tanzania/2918/2018	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI1175759	h1n1pdm	A/Tanzania/1494/2017	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI733021	h1n1pdm	A/Tanzania/669/2015	np	National Influenza Lab	Centers For Disease Control And Prevention	GISAID
EPI650018	h1n1pdm	A/FrenchGuiana/6135/2015	np	National Influenza Center French Guiana And French Indies	Centers For Disease Control And Prevention	GISAID
EPI690894	h1n1pdm	A/Bangladesh/12009/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI693443	h1n1pdm	A/Brazil/83570/2015	np	Instituto Adolfo Lutz	Centers For Disease Control And Prevention	GISAID
EPI687126	h1n1pdm	A/Fukuoka/SDC1/2015	np	Virus Research Center, Sendai Medical Center	National Institute Of Infectious Diseases (niid)	GISAID
EPI585284	h1n1pdm	A/Stockholm/31/2015	np		Swedish Institute For Infectious Disease Control	GISAID
EPI684387	h1n1pdm	A/SouthAfrica/4291/2015	np	National Institute For Communicable Disease	Centers For Disease Control And Prevention	GISAID
EPI768479	h1n1pdm	A/Vietnam/GS150285/2015	np	Pasteur Institute, Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI756427	h1n1pdm	A/Ethiopia/1397/2015	np	Ethiopian Public Health Institute, National Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI732742	h1n1pdm	A/Ethiopia/1784/2015	np	Ethiopian Public Health Institute, National Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI912115	h1n1pdm	A/Kenya/101/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI912155	h1n1pdm	A/Kenya/106/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI912178	h1n1pdm	A/Kenya/109/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI912139	h1n1pdm	A/Kenya/104/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI912131	h1n1pdm	A/Kenya/103/2016	np	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI662347	h1n1pdm	A/Stockholm/41/2015	np	Swedish Institute For Infectious Disease Control	Swedish Institute For Infectious Disease Control	GISAID
EPI710521	h1n1pdm	A/Pakistan/372/2015	np	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI679144	h1n1pdm	A/England/53640770/2015	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI725975	h1n1pdm	A/CostaRica/8506/2015	np	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI680351	h1n1pdm	A/Colorado/18/2015	np	Colorado Department Of Health Lab	Centers For Disease Control And Prevention	GISAID
EPI832017	h1n1pdm	A/Uppsala/5/2016	np		Swedish Institute For Infectious Disease Control	GISAID
EPI774557	h1n1pdm	A/Aichi/96/2016	np	Aichi Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI874307	h1n1pdm	A/Singapore/TT1358/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI760352	h1n1pdm	A/Yamagata/7/2016	np	Yamagata Prefectural Institute Of Public Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI956827	h1n1pdm	A/Sydney/1047/2016	np	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1046672	h1n1pdm	A/Fiji/3/2016	np	National Centre For Scientific Services For Virology  And Vector Borne Diseases	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI956819	h1n1pdm	A/SriLanka/10/2016	np	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI956836	h1n1pdm	A/Tasmania/32/2016	np	Royal Hobart Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2053074	h1n1pdm	A/Brisbane/124/2016	np	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2053066	h1n1pdm	A/Brisbane/123/2016	np	Queensland Health Forensic And Scientific Services 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI788794	h1n1pdm	A/Singapore/INFKK-16-0462/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI788786	h1n1pdm	A/Singapore/INFKK-16-0436/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI943629	h1n1pdm	A/Pakistan/1383/2016	np	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI994069	h1n1pdm	A/Maldives/1/2017	np	Ministry Of Health	Centers For Disease Control And Prevention	GISAID
EPI858653	h1n1pdm	A/Stockholm/39/2016	np		Swedish Institute For Infectious Disease Control	GISAID
EPI874267	h1n1pdm	A/Singapore/SGH0769/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI878860	h1n1pdm	A/England/628/2016	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI788874	h1n1pdm	A/Singapore/INFTT-16-0573/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874171	h1n1pdm	A/Singapore/SGH0559/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874275	h1n1pdm	A/Singapore/SGH0771/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI788421	h1n1pdm	A/Singapore/INFTT-16-0082/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI878149	h1n1pdm	A/England/62320772/2016	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI874339	h1n1pdm	A/Singapore/KK0974/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874139	h1n1pdm	A/Singapore/TT0962/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874227	h1n1pdm	A/Singapore/KK1015/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874323	h1n1pdm	A/Singapore/KK1097/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874299	h1n1pdm	A/Singapore/TT1348/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI792877	h1n1pdm	A/Florida/65/2016	np	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI842078	h1n1pdm	A/NewHampshire/19/2016	np	New Hampshire Public Health Laboratories	Centers For Disease Control And Prevention	GISAID
EPI878085	h1n1pdm	A/England/61660064/2016	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
EPI912083	h1n1pdm	A/Lao/3213/2016	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI838838	h1n1pdm	A/HongKong/2318/2016	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1017408	h1n1pdm	A/Lao/656/2017	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1047093	h1n1pdm	A/HongKong/3648/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI912234	h1n1pdm	A/HongKong/223/2017	np	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI874315	h1n1pdm	A/Singapore/TT1384/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI874235	h1n1pdm	A/Singapore/KK1028/2016	np	Ministry Of Health, Singapore	Ministry Of Health, Singapore	GISAID
EPI836175	h1n1pdm	A/StPetersburg/RII3264S/2016	np		Who National Influenza Centre Russian Federation	GISAID
EPI942992	h1n1pdm	A/Suriname/1437/2016	np	Institute For Biomedical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1017416	h1n1pdm	A/RioGrandeDoSul/17/2017	np	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI912091	h1n1pdm	A/Roraima/143204-IEC/2017	np	National Influenza Center	Centers For Disease Control And Prevention	GISAID
EPI709438	h1n1pdm	A/Bangladesh/8007/2015	np	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI858588	h1n1pdm	A/CostaRica/6171/2016	np	Laboratorio Nacional De Influenza	Centers For Disease Control And Prevention	GISAID
EPI1017480	h1n1pdm	A/Colombia/3732/2017	np	Instituto Nacional De Salud De Columbia	Centers For Disease Control And Prevention	GISAID
EPI854113	h1n1pdm	A/Lao/2013/2016	np	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI858469	h1n1pdm	A/Florida/73/2016	np	Florida Department Of Health Tampa	Centers For Disease Control And Prevention	GISAID
EPI1017520	h1n1pdm	A/Utah/25/2017	np	Utah Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI879134	h1n1pdm	A/England/666/2016	np	Microbiology Services Colindale, Public Health England	Microbiology Services Colindale, Public Health England	GISAID
