Accession	Virus	Strain	Segment	Originating_lab	Submitting_lab	Database
EPI1629513	h3n2	A/Lao/1214/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1692247	h3n2	A/Shaanxi-Lianhu/1474/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1592034	h3n2	A/HongKong/2671/2019	na	Government Virus Unit	Centers For Disease Control And Prevention	GISAID
EPI1503552	h3n2	A/Guangxi-Shanglin/312/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1589669	h3n2	A/Guangdong-Duanzhou/1707/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1504570	h3n2	A/Yunnan-Qilin/1622/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1752772	h3n2	A/Heilongjiang-Gongnong/1209/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1722134	h3n2	A/Canberra/51/2020	na	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1841185	h3n2	A/Yunnan-Wenshan/1594/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1799939	h3n2	A/Yunnan-Wenshan/1483/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1670179	h3n2	A/Victoria/164/2019	na	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1799936	h3n2	A/Yunnan-Wenshan/1424/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1668999	h3n2	A/Lao/2453/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1591922	h3n2	A/Lao/1789/2019	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1838000	h3n2	A/Lao/233/2020	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1683365	h3n2	A/Nakhonsithammarat/428/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1797910	h3n2	A/Cambodia/e0327364/2020	na	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1702769	h3n2	A/Pennsylvania/3/2020	na	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1699408	h3n2	A/SouthKorea/10523/2019	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1752922	h3n2	A/Hunan-Heshan/1116/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1627627	h3n2	A/Bangladesh/1054/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1627611	h3n2	A/Bangladesh/896/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1627367	h3n2	A/Niigata/805/2019	na	Niigata Prefectural Institute Of Public Health And Environmental Sciences	National Institute Of Infectious Diseases (niid)	GISAID
EPI1649327	h3n2	A/Philippines/1551/2019	na	Research Institute For Tropical Medicine, Virology Department	Centers For Disease Control And Prevention	GISAID
EPI1548363	h3n2	A/Bangladesh/3055/2019	na	Icddr,b International Centre For Diarrhoeal Disease Research, Bangladesh	Centers For Disease Control And Prevention	GISAID
EPI1618737	h3n2	A/Bangladesh/460/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1740382	h3n2	A/Nabatieh/NS77/2020	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Crick Worldwide Influenza Centre	GISAID
EPI1719376	h3n2	A/Kuwait/5141/2019	na	Public Health Laboratory, Virology Unit	Centers For Disease Control And Prevention	GISAID
EPI1607282	h3n2	A/PortTalbot/4478/2019	na	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff	GISAID
EPI1658694	h3n2	A/Darwin/726/2019	na	Influenza Surveillance Centre For Disease Control	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2003195	h3n2	A/Zambia/305/2021	na	University Teaching Hospital, Moh Zambia	Centers For Disease Control And Prevention	GISAID
EPI1547179	h3n2	A/Delaware/39/2019	na	Delaware Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1618813	h3n2	A/NewJersey/34/2019	na	New Jersey Department Of Health & Senior Services	Centers For Disease Control And Prevention	GISAID
EPI1649581	h3n2	A/Bangladesh/18-1012/2019	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1747254	h3n2	A/StPetersburg/RII-3891S/2020	na	Research Institute Of Influenza, Ministry Of Healthcare Of The Russian Federation	Who National Influenza Centre Russian Federation	GISAID
EPI1631151	h3n2	A/Pennsylvania/1026/2019	na	Pennsylvania Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1883354	h3n2	A/SouthAuckland/2/2020	na	Institute Of Environmental Science And Research (esr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1883351	h3n2	A/SouthAuckland/1/2020	na	Institute Of Environmental Science And Research (esr)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1107035	h3n2	A/NewZealand/2337/2017	na	Institute Of Environmental Science & Research	Centers For Disease Control And Prevention	GISAID
EPI1310272	h3n2	A/Chanthaburi/1363/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1249040	h3n2	A/Lao/4043/2017	na	National Center For Laboratory And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1198683	h3n2	A/Nonthaburi/182/2017	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1228000	h3n2	A/NorthCarolina/36/2018	na	North Carolina State Laboratory Of Public Health	Centers For Disease Control And Prevention	GISAID
EPI1270305	h3n2	A/SouthAustralia/12/2018	na	Institute Of Medical And Veterinary Science (imvs)	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1270283	h3n2	A/Newcastle/16/2018	na	John Hunter Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1372483	h3n2	A/Niger/6159/2018	na	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1256413	h3n2	A/Santiago/38093/2018	na	Instituto De Salud Publica De Chile 	Centers For Disease Control And Prevention	GISAID
EPI1348664	h3n2	A/Maine/46/2018	na	Maine Health And Environmental Testing Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1256087	h3n2	A/LaRioja/2202/2018	na	Servicio De Microbiología Hospital San Pedro	Crick Worldwide Influenza Centre	GISAID
EPI1349972	h3n2	A/AbuDhabi/113/2018	na	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1314439	h3n2	A/Bangladesh/155/2018	na	Institute Of Epidemiology Disease Control And Research (iedcr) & Bangladesh National Influenza Centre (nic)	Centers For Disease Control And Prevention	GISAID
EPI1368258	h3n2	A/Nonthaburi/329/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1318177	h3n2	A/SouthDakota/44/2018	na	South Dakota Public Health Lab	Centers For Disease Control And Prevention	GISAID
EPI1335526	h3n2	A/Kobe/355/2018	na	Kobe Institute Of Health	National Institute Of Infectious Diseases (niid)	GISAID
EPI1359628	h3n2	A/SriLanka/45/2018	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1323063	h3n2	A/Bhutan/742/2018	na	Royal Centre For Disease Control	Centers For Disease Control And Prevention	GISAID
EPI1334322	h3n2	A/Minnesota/58/2018	na	Minnesota Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1484989	h3n2	A/Nepal/19FL1203/2019	na	National Public Health Laboratory	National Institute Of Infectious Diseases (niid)	GISAID
EPI1495949	h3n2	A/Kyiv/219/2019	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1362452	h3n2	A/Kyiv/531/2018	na	Institute Of Epidemiology And Infectious Diseases Ams Of Ukraine	Centers For Disease Control And Prevention	GISAID
EPI1550126	h3n2	A/Indonesia/COV18230/2019	na	Ministry Of Health, Nihrd	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1359631	h3n2	A/SriLanka/51/2018	na	Medical Research Institute	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1245537	h3n2	A/AbuDhabi/240/2018	na	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1372182	h3n2	A/Moscow/220/2018	na	Ivanovsky Research Institute Of Virology Rams	Centers For Disease Control And Prevention	GISAID
EPI1690288	h3n2	A/Canberra/15A/2019	na	Canberra Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1603686	h3n2	A/Kenya/130/2019	na	Cdc Kenya	Centers For Disease Control And Prevention	GISAID
EPI1631924	h3n2	A/Togo/717/2019	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1442574	h3n2	A/BurkinaFaso/1449/2019	na	Irss	Centers For Disease Control And Prevention	GISAID
EPI1410293	h3n2	A/Lebanon/231/2019	na	Rafic Hariri University Hospital 4th Floor Dna/research Lab	Centers For Disease Control And Prevention	GISAID
EPI1545193	h3n2	A/StPetersburg/RII-322/2019	na	Russian Academy Of Medical Sciences	Centers For Disease Control And Prevention	GISAID
EPI1494083	h3n2	A/Luxembourg/19011489/2019	na	Laboratoire National De Santé 	Laboratoire National De Sant?	GISAID
EPI1368274	h3n2	A/Nakhonphanom/2883/2018	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1603501	h3n2	A/Togo/634/2019	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1696280	h3n2	A/Grenoble/1840/2019	na	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1737928	h3n2	A/Nigeria/3979/2020	na	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1754158	h3n2	A/SaudiArabia/1182097566/2019	na	Ministry Of Health Riyadh	Crick Worldwide Influenza Centre	GISAID
EPI1737825	h3n2	A/Nigeria/4117/2019	na	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1852093	h3n2	A/Bangkok/82/2020	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1716245	h3n2	A/Cameroon/9274/2019	na	Centre Pasteur Du Cameroun	Crick Worldwide Influenza Centre	GISAID
EPI1651902	h3n2	A/Niger/7346/2019	na	Centre De Recherche Medicale Et Sanitaire (cermes)	Centers For Disease Control And Prevention	GISAID
EPI1735868	h3n2	A/SouthKorea/11906/2020	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1889171	h3n2	A/Philippines/1/2021	na	Research Institute Of Tropical Medicine	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1702992	h3n2	A/NewYork/21/2020	na	New York State Department Of Health	Centers For Disease Control And Prevention	GISAID
EPI1969539	h3n2	A/Ethiopia/3994/2021	na	Ethiopian Public Health Institute, National Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1969630	h3n2	A/Ethiopia/1055/2021	na	Ethiopian Public Health Institute, National Influenza Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1851962	h3n2	A/Congo/559/2020	na	Inrb Service De Virologie	Centers For Disease Control And Prevention	GISAID
EPI1985516	h3n2	A/Sydney/8/2021	na	Clinical Virology Unit, Cdim	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI2004760	h3n2	A/Zambia/146/2021	na	University Teaching Hospital, Moh Zambia	Centers For Disease Control And Prevention	GISAID
EPI2004686	h3n2	A/Zambia/101/2021	na	University Teaching Hospital, Moh Zambia	Centers For Disease Control And Prevention	GISAID
EPI1641372	h3n2	A/Togo/1307/2019	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI2015622	h3n2	A/Nigeria/6430/2021	na	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1851874	h3n2	A/Nigeria/4970/2020	na	Ncdc Public Health Reference Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1839825	h3n2	A/Mali/20051/2020	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1839617	h3n2	A/Mali/20060/2020	na	Nic Lab Cvd Mali	Centers For Disease Control And Prevention	GISAID
EPI1885425	h3n2	A/CoteDIvoire/1692/2021	na	Pasteur Institut Of Côte D'ivoire	Centers For Disease Control And Prevention	GISAID
EPI1842755	h3n2	A/Togo/771/2020	na	Institute National D'hygiene	Centers For Disease Control And Prevention	GISAID
EPI1836965	h3n2	A/Grenoble/2789/2020	na	Cnr Virus Des Infections Respiratoires   France Sud	Cnr Virus Des Infections Respiratoires   France Sud	GISAID
EPI1142337	h3n2	A/Pakistan/198/2017	na	National Institute Of Health	Centers For Disease Control And Prevention	GISAID
EPI1446383	h3n2	A/Belgium/S0458/2019	na	Sciensano (scientific Institute Of Public Health)	Sciensano	GISAID
EPI1319960	h3n2	A/Iowa/60/2018	na	Iowa State Hygienic Laboratory	Centers For Disease Control And Prevention	GISAID
EPI1341949	h3n2	A/Newcastle/82/2018	na	John Hunter Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1387489	h3n2	A/Newcastle/610/2019	na	Lismore Base Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1380684	h3n2	A/Hebei-Luquan/1108/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1586127	h3n2	A/AbuDhabi/54/2019	na	Shaikh Khalifa Medical City	Centers For Disease Control And Prevention	GISAID
EPI1503609	h3n2	A/Shanxi-Pingcheng/1435/2019	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1496222	h3n2	A/Wisconsin/554/2019	na	Wisconsin State Laboratory Of Hygiene	Centers For Disease Control And Prevention	GISAID
EPI1342855	h3n2	A/Vietnam/237/2018	na	National Institute Of Hygiene And Epidemiology	Centers For Disease Control And Prevention	GISAID
EPI1542330	h3n2	A/Nagano/2659/2018	na	Nagano Environmental Conservation Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1797838	h3n2	A/Cambodia/e0512384/2020	na	Institute Pasteur Du Cambodia	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1596905	h3n2	A/Mie/23/2019	na	Mie Prefecture Health And Environment Research Institute	National Institute Of Infectious Diseases (niid)	GISAID
EPI1692001	h3n2	A/Shandong-Chengyang/32/2020	na	Who Chinese National Influenza Center	Who Chinese National Influenza Center	GISAID
EPI1438310	h3n2	A/Montana/18/2019	na	Montana Laboratory Services Bureau	Centers For Disease Control And Prevention	GISAID
EPI1709972	h3n2	A/SouthKorea/11270/2020	na	U.s. Air Force School Of Aerospace Medicine 	U.s. Air Force School Of Aerospace Medicine	GISAID
EPI1852212	h3n2	A/Nonthaburi/75/2020	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1494535	h3n2	A/Kanagawa/IC1843/2019	na	National Institute Of Infectious Diseases (niid)	National Institute Of Infectious Diseases (niid)	GISAID
EPI1584559	h3n2	A/Victoria/225/2019	na	Victorian Infectious Diseases Reference Laboratory 	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1806236	h3n2	A/MinasGerais/12710/2020	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1806244	h3n2	A/MinasGerais/12709/2020	na	Instituto Oswaldo Cruz Fiocruz   Laboratory Of Respiratory Viruses And Measles (lvrs)	Centers For Disease Control And Prevention	GISAID
EPI1583411	h3n2	A/Victoria/2306/2019	na	Alfred Hospital	Who Collaborating Centre For Reference And Research On Influenza	GISAID
EPI1683373	h3n2	A/Yasothon/384/2019	na	Who National Influenza Centre, National Institute Of Medical Research (nimr)	Centers For Disease Control And Prevention	GISAID
EPI1748817	h3n2	A/CaymanIslands/6663/2020	na	Caribbean Epidemiology Center	Centers For Disease Control And Prevention	GISAID
EPI1607116	h3n2	A/SouthAustralia/34/2019	na	Institute Of Medical And Veterinary Science (imvs)	Centers For Disease Control And Prevention	GISAID
